class;term;comment
independent continuant;S C Massaicus, China (Ostrich);
independent continuant;Friesian, Namibia (Horse);
independent continuant;Struis Vogel, Belgium (Ostrich);
independent continuant;Fríz, Hungary (Horse);
independent continuant;Somali, Australia (Ostrich);
independent continuant;Feral, Ireland (Goat);
independent continuant;cou noir, Algeria (Ostrich);
independent continuant;Zalawadi, India (Goat);
independent continuant;African Black, China (Ostrich);
independent continuant;Teressa, India (Goat);
independent continuant;African, Ukraine (Ostrich);
independent continuant;Surti, India (Goat);
independent continuant;Ostrich, Malaysia (Ostrich);
independent continuant;Sumi Ne, India (Goat);
independent continuant;Australian, Ukraine (Ostrich);
independent continuant;Sirohi, India (Goat);
independent continuant;S C Arustralis, China (Ostrich);
independent continuant;Sangamneri, India (Goat);
independent continuant;Nadjdi, Iran (Islamic Republic of) (Goat);
independent continuant;Marghoz, Iran (Islamic Republic of) (Goat);
independent continuant;Adany, Iran (Islamic Republic of) (Goat);
independent continuant;Ñandu, Belgium (Nandu);
independent continuant;Muscovy Duck, Samoa (Muscovy duck);
independent continuant;African Black, Australia (Ostrich);
independent continuant;Ñandú, Chile (Nandu);
independent continuant;Osmanabadi, India (Goat);
independent continuant;Muscovy, Lesotho (Muscovy duck);
independent continuant;Nilgiri Tahr, India (Goat);
independent continuant;Tea Kapa, Cambodia (Muscovy duck);
independent continuant;Nandi Durga, India (Goat);
independent continuant;Philippine Muscovy Duck, Philippines (Muscovy duck);
independent continuant;Mehsana, India (Goat);
independent continuant;Pakistani Muscovy Duck, Pakistan (Muscovy duck);
independent continuant;Marwari, India (Goat);
independent continuant;Local Muscovy Duck of Karal and Massakory, Chad (Muscovy duck);
independent continuant;Malabari, India (Goat);
independent continuant;Sudanese Muscovy Duck, Sudan (Muscovy duck);
independent continuant;Ngan Noi, Viet Nam (Muscovy duck);
independent continuant;Salem Black, India (Goat);
independent continuant;Rohilkhandi, India (Goat);
independent continuant;Ramdhan, India (Goat);
independent continuant;Pantja, India (Goat);
independent continuant;Belgijska Zwisłoucha, Poland (Pig);
independent continuant;Hanoverian, United Kingdom of Great Britain and Northern Ireland (Horse);
independent continuant;Belgický landras, Slovakia (Pig);
independent continuant;Hannoveraner Warmblut, Germany (Horse);
independent continuant;Belgian Landrace, Serbia (Pig);
independent continuant;Zwerg-Plymouth Rocks, Germany (Chicken);
independent continuant;Welsh Harlequin, Ireland (Duck (domestic));
independent continuant;Hybrid fleece, Kazakhstan (Goat);
independent continuant;Hanover, Lithuania (Horse);
independent continuant;Bunte Bentheimer, Germany (Pig);
independent continuant;Zwerg-Rheinländer, Germany (Chicken);
independent continuant;White Pekin, Bangladesh (Duck (domestic));
independent continuant;Tokara, Japan (Goat);
independent continuant;Hanoverian, Croatia (Horse);
independent continuant;Landrace Belga, Uruguay (Pig);
independent continuant;Welsh Harlequin, Australia (Duck (domestic));
independent continuant;Okinawa, Japan (Goat);
independent continuant;Hanoverian, Namibia (Horse);
independent continuant;Berkshire, Brazil (Pig);
independent continuant;Zwerg-Phönix, Germany (Chicken);
independent continuant;Welsh Harlequin, United Kingdom of Great Britain and Northern Ireland (Duck (domestic));
independent continuant;Chubby, Japan (Goat);
independent continuant;Hanoverian, Latvia (Horse);
independent continuant;Berkshire, Australia (Pig);
independent continuant;Mountain Black, Jordan (Goat);
independent continuant;Hanover, Serbia (Horse);
independent continuant;Berkshire, China (Pig);
independent continuant;Hannover, Russian Federation (Horse);
independent continuant;Berkshire, Canada (Pig);
independent continuant;Hanover, Ukraine (Horse);
independent continuant;hannoverian, Slovenia (Horse);
independent continuant;Berkshire, Cook Islands (Pig);
independent continuant;Zwerg-Sumatra, Germany (Chicken);
independent continuant;Hanoverano, Chile (Horse);
independent continuant;Zwerg-Strupphühner, Germany (Chicken);
independent continuant;Pond Duck, Antigua and Barbuda (Duck (domestic));
independent continuant;Zwerg-Sulmtaler, Germany (Chicken);
independent continuant;West Indian, Antigua and Barbuda (Duck (domestic));
independent continuant;Kirgiz, Kyrgyzstan (Goat);
independent continuant;Zwerg-SeidenhÃ¼hner-Germany [Chicken]-Zwerg-Seidenhühner-Germany [Chicken], Germany (Chicken);
independent continuant;Wild duck, Cook Islands (Duck (domestic));
independent continuant;Don-Kirgiz Cross, Kyrgyzstan (Goat);
independent continuant;Zwerg-Spanier, Germany (Chicken);
independent continuant;Antigua & Barbuda Duck, Antigua and Barbuda (Duck (domestic));
independent continuant;Dairy type, Kyrgyzstan (Goat);
independent continuant;Zwerg-Rhodeländer, Germany (Chicken);
independent continuant;White Peking, Indonesia (Duck (domestic));
independent continuant;Kazakh rough-wool, Kazakhstan (Goat);
independent continuant;Zwerg-Sachsenhühner, Germany (Chicken);
independent continuant;Pekingská biela, Slovakia (Duck (domestic));
independent continuant;Kazakh, Kazakhstan (Goat);
independent continuant;Haflinger, Serbia (Horse);
independent continuant;Weißer Belgier, Austria (Pig);
independent continuant;Iban, Malaysia (Pig);
independent continuant;Zwerg-Marans, Germany (Chicken);
independent continuant;Marruecos, Uruguay (Duck (domestic));
independent continuant;Valdostana, Italy (Goat);
independent continuant;haflinški konj, Slovenia (Horse);
independent continuant;Belgická Landrase, Czechia (Pig);
independent continuant;Zwerg-Mechelner, Germany (Chicken);
independent continuant;Rouen, Zambia (Duck (domestic));
independent continuant;Sempione, Italy (Goat);
independent continuant;Hafling, Slovakia (Horse);
independent continuant;Belgisch Landras, Belgium (Pig);
independent continuant;Screziata, Italy (Goat);
independent continuant;Haflinger, Turkey (Horse);
independent continuant;Belgian Landrace, Greece (Pig);
independent continuant;rouanska raca, Slovenia (Duck (domestic));
independent continuant;Sarda Primitiva, Italy (Goat);
independent continuant;Haflingerhäst, Sweden (Horse);
independent continuant;Blanco Belga, Spain (Pig);
independent continuant;Hafflinger, South Africa (Horse);
independent continuant;Landrace Belge, Luxembourg (Pig);
independent continuant;Hafflinger, Ukraine (Horse);
independent continuant;Belga Lapàly Sertés, Hungary (Pig);
independent continuant;Hanoverian, Botswana (Horse);
independent continuant;Belga, Peru (Pig);
independent continuant;Hannovarian, Australia (Horse);
independent continuant;Belgian Landrace, Republic of Moldova (Pig);
independent continuant;Zwerg-Orpington, Germany (Chicken);
independent continuant;Svensk Blå Anka, Sweden (Duck (domestic));
independent continuant;Haflinger, Netherlands (Horse);
independent continuant;Zwerg-Paduaner, Germany (Chicken);
independent continuant;Haflinger, Namibia (Horse);
independent continuant;Porc de Bayeux, France (Pig);
independent continuant;Zwerg-Niederrheiner, Germany (Chicken);
independent continuant;saška raca, Slovenia (Duck (domestic));
independent continuant;Dhaiwi, Jordan (Goat);
independent continuant;Zwerg-Orloff, Germany (Chicken);
independent continuant;Swedish Blue, Ireland (Duck (domestic));
independent continuant;Desert, Jordan (Goat);
independent continuant;Zwerg-Nackthalshühner rosenkämmig, Germany (Chicken);
independent continuant;Saxony, United Kingdom of Great Britain and Northern Ireland (Duck (domestic));
independent continuant;Native, Jamaica (Goat);
independent continuant;Zwerg-New Hampshire, Germany (Chicken);
independent continuant;Saxony, Ireland (Duck (domestic));
independent continuant;capra pezzata mochena, Italy (Goat);
independent continuant;Zwerg-Minorka, Germany (Chicken);
independent continuant;Rouen Clair, Ireland (Duck (domestic));
independent continuant;Verzaschese, Italy (Goat);
independent continuant;Zwerg-Nackthalshühner, Germany (Chicken);
independent continuant;Saxony, Australia (Duck (domestic));
independent continuant;Vallesana, Italy (Goat);
independent continuant;Wild pig, Hungary (Pig);
independent continuant;Pekin A44, Poland (Duck (domestic));
independent continuant;Nicastrese, Italy (Goat);
independent continuant;Haflinger, Germany (Horse);
independent continuant;Alentejano, Sao Tome and Principe (Pig);
independent continuant;Pommernenten, Germany (Duck (domestic));
independent continuant;Napoletana, Italy (Goat);
independent continuant;Hafling, Czechia (Horse);
independent continuant;Cerdo Iberico, Netherlands (Pig);
independent continuant;Messinese, Italy (Goat);
independent continuant;Haflinger, United Kingdom of Great Britain and Northern Ireland (Horse);
independent continuant;American Hampshire, South Africa (Pig);
independent continuant;Haflinger, France (Horse);
independent continuant;Hampshire, United States of America (Pig);
independent continuant;Hafling, Hungary (Horse);
independent continuant;Ibérico (variedad Manchado de Jabugo), Spain (Pig);
independent continuant;Haflinger, Croatia (Horse);
independent continuant;American Landrace, Suriname (Pig);
independent continuant;Haflinger, Luxembourg (Horse);
independent continuant;Pie noir du Pays Basque, France (Pig);
independent continuant;Haflinger, Italy (Horse);
independent continuant;Angler Sattelschwein, Germany (Pig);
independent continuant;Rouen, Mali (Duck (domestic));
independent continuant;Halflinger, Canada (Horse);
independent continuant;Hunting, Ukraine (Pheasant);
independent continuant;Rouen, Peru (Duck (domestic));
independent continuant;Sarda, Italy (Goat);
independent continuant;Haflinger, Bhutan (Horse);
independent continuant;Tragopan Western Horned, Pakistan (Pheasant);
independent continuant;Roueen, Indonesia (Duck (domestic));
independent continuant;Rustica di Calabria, Italy (Goat);
independent continuant;Rouen, Ireland (Duck (domestic));
independent continuant;Rossa Mediterranea, Italy (Goat);
independent continuant;Haflinger, Switzerland (Horse);
independent continuant;Rouan, Chile (Duck (domestic));
independent continuant;Roccaverano, Italy (Goat);
independent continuant;Canard de Rouen, France (Duck (domestic));
independent continuant;Pomellata, Italy (Goat);
independent continuant;Pommern, United Kingdom of Great Britain and Northern Ireland (Duck (domestic));
independent continuant;Passeirer Gebirgziege, Italy (Goat);
independent continuant;Rouen, Australia (Duck (domestic));
independent continuant;Orobica o Valgerola, Italy (Goat);
independent continuant;Di Potenza, Italy (Goat);
independent continuant;Hackney Pony, Canada (Horse);
independent continuant;Old English Pheasant Fowl, Ireland (Pheasant);
independent continuant;Peking, Philippines (Duck (domestic));
independent continuant;Di Montecristo, Italy (Goat);
independent continuant;Ring Neck Pheasant (Phasianus Colchicus), Cyprus (Pheasant);
independent continuant;Haflinger, Albania (Horse);
independent continuant;Cheer Pheasant, Pakistan (Pheasant);
independent continuant;Hackney Pony, South Africa (Horse);
independent continuant;Japanese Green Pheasant, Japan (Pheasant);
independent continuant;Haflinger, Austria (Horse);
independent continuant;Himalayan Monal, Pakistan (Pheasant);
independent continuant;Hafflinger, Australia (Horse);
independent continuant;Common Pea Fowl, Pakistan (Pheasant);
independent continuant;Haflinger, Bulgaria (Horse);
independent continuant;Koklass, Pakistan (Pheasant);
independent continuant;Haflinger, Belgium (Horse);
independent continuant;Kalij, Pakistan (Pheasant);
independent continuant;Pekin, Uruguay (Duck (domestic));
independent continuant;Lariana o Di Livio, Italy (Goat);
independent continuant;Hackney, Uruguay (Horse);
independent continuant;Common Belgian Pheasant, Belgium (Pheasant);
independent continuant;Pekin, Viet Nam (Duck (domestic));
independent continuant;Jonica, Italy (Goat);
independent continuant;Hackney, Netherlands (Horse);
independent continuant;Indian Peacock, Antigua and Barbuda (Peacock);
independent continuant;Pekin, Turkey (Duck (domestic));
independent continuant;Girgentana, Italy (Goat);
independent continuant;Hackney Pony, Australia (Horse);
independent continuant;Pekin, Ukraine (Duck (domestic));
independent continuant;Garganica, Italy (Goat);
independent continuant;Hackney, South Africa (Horse);
independent continuant;Faisán Criollo, Cuba (Pheasant);
independent continuant;Peking, Suriname (Duck (domestic));
independent continuant;Garfagnana, Italy (Goat);
independent continuant;pekinška raca, Slovenia (Duck (domestic));
independent continuant;Frisa valtellinese, Italy (Goat);
independent continuant;Beijing, Russian Federation (Duck (domestic));
independent continuant;Fiurinà, Italy (Goat);
independent continuant;Peking, Solomon Islands (Duck (domestic));
independent continuant;Di Teramo, Italy (Goat);
independent continuant;Pecking, Zambia (Duck (domestic));
independent continuant;Iberoamericano, Honduras (Horse);
independent continuant;Iberoamericano, Uruguay (Horse);
independent continuant;Ibero, Nicaragua (Horse);
independent continuant;Race tchèque, Mali (Goat);
independent continuant;Guera, Mali (Goat);
independent continuant;Macedonian Goat, North Macedonia (Goat);
independent continuant;Mosaico del Centro, Mexico (Goat);
independent continuant;Mosaico Mixteco, Mexico (Goat);
independent continuant;Mosaico Lagunero, Mexico (Goat);
independent continuant;Altain ulaan, Mongolia (Goat);
independent continuant;Domaca Balkanska, Montenegro (Goat);
independent continuant;Alpina, Montenegro (Goat);
independent continuant;Jade Ni, Myanmar (Goat);
independent continuant;draa, Morocco (Goat);
independent continuant;beni aarous, Morocco (Goat);
independent continuant;barcha, Morocco (Goat);
independent continuant;NOIRE, Morocco (Goat);
independent continuant;Thuringian, Latvia (Goat);
independent continuant;Native goat, Maldives (Goat);
independent continuant;Chèvre locale, Madagascar (Goat);
independent continuant;Local Moldavian, Republic of Moldova (Goat);
independent continuant;ghazalia, Morocco (Goat);
independent continuant;el hamra, Morocco (Goat);
independent continuant;Fjord, Luxembourg (Horse);
independent continuant;Fjordhäst, Sweden (Horse);
independent continuant;Fjordenpaard, Netherlands (Horse);
independent continuant;Vlaamse Paard, Belgium (Horse);
independent continuant;Fjordhest, Norway (Horse);
independent continuant;Campbell, Republic of Korea (Duck (domestic));
independent continuant;Kodi Adu, India (Goat);
independent continuant;Frederiksborgheste, Denmark (Horse);
independent continuant;Khaki Campbell, Sri Lanka (Duck (domestic));
independent continuant;Kannai Adu, India (Goat);
independent continuant;Vlaamperd, South Africa (Horse);
independent continuant;Khaki Campbell, India (Duck (domestic));
independent continuant;Kahmi, India (Goat);
independent continuant;Franches-Montagnes, Switzerland (Horse);
independent continuant;Campbell, Ireland (Duck (domestic));
independent continuant;Jhakrana, India (Goat);
independent continuant;Franches-Montagnes, Belgium (Horse);
independent continuant;Campbell, United Kingdom of Great Britain and Northern Ireland (Duck (domestic));
independent continuant;Indian Mohair, India (Goat);
independent continuant;Khaki-Campbell, Indonesia (Duck (domestic));
independent continuant;Himalayan Tahr, India (Goat);
independent continuant;AQPS, France (Horse);
independent continuant;Himalayan Ibex, India (Goat);
independent continuant;Campbell, Egypt (Duck (domestic));
independent continuant;Gohilwadi, India (Goat);
independent continuant;Khaki Campbell, Philippines (Duck (domestic));
independent continuant;Khaki Campbell (layer), Malaysia (Duck (domestic));
independent continuant;Kutchi, India (Goat);
independent continuant;Khaki Campbell, Peru (Duck (domestic));
independent continuant;Konkan Kanyal, India (Goat);
independent continuant;Fjord, Australia (Horse);
independent continuant;Suomalainen puoliverihevonen, Finland (Horse);
independent continuant;Fjord, Canada (Horse);
independent continuant;Fjord, Belgium (Horse);
independent continuant;Kerinci, Indonesia (Duck (domestic));
independent continuant;Changthangi, India (Goat);
independent continuant;Fjordhest, Denmark (Horse);
independent continuant;Mojosari, Indonesia (Duck (domestic));
independent continuant;Black Bengal, India (Goat);
independent continuant;Fjordpferd, Germany (Horse);
independent continuant;Indický bežec, Slovakia (Duck (domestic));
independent continuant;Bidri, India (Goat);
independent continuant;Fjord, France (Horse);
independent continuant;raca tekačica, Slovenia (Duck (domestic));
independent continuant;Bhakarwali, India (Goat);
independent continuant;vuonohevonen, Finland (Horse);
independent continuant;Indian Runner, Philippines (Duck (domestic));
independent continuant;Berari, India (Goat);
independent continuant;Fjord, Hungary (Horse);
independent continuant;Indian Runner, Solomon Islands (Duck (domestic));
independent continuant;Barren goat, India (Goat);
independent continuant;Fjord, United Kingdom of Great Britain and Northern Ireland (Horse);
independent continuant;Baigani, India (Goat);
independent continuant;Khaki campbell, Bangladesh (Duck (domestic));
independent continuant;Khaki-Compbell, China (Duck (domestic));
independent continuant;Ganjam, India (Goat);
independent continuant;Tegal, Indonesia (Duck (domestic));
independent continuant;Dalua, India (Goat);
independent continuant;Campbell, Australia (Duck (domestic));
independent continuant;Chigu, India (Goat);
independent continuant;Cheval Miniature Français, France (Horse);
independent continuant;Muscovy, Solomon Islands (Muscovy duck);
independent continuant;Muscovy, Papua New Guinea (Muscovy duck);
independent continuant;Falabella miniatuurpaard, Netherlands (Horse);
independent continuant;Muscovy, Suriname (Muscovy duck);
independent continuant;Falabella, United Kingdom of Great Britain and Northern Ireland (Horse);
independent continuant;Pato Real, El Salvador (Muscovy duck);
independent continuant;Huttegem, Belgium (Duck (domestic));
independent continuant;Saburai, Indonesia (Goat);
independent continuant;Fell Pony, Canada (Horse);
independent continuant;Kabinburi Muscovy Duck (Pedted Kabinburi), Thailand (Muscovy duck);
independent continuant;Huttegem, United Kingdom of Great Britain and Northern Ireland (Duck (domestic));
independent continuant;Peranakan Etawah, Indonesia (Goat);
independent continuant;Minipaard, Netherlands (Horse);
independent continuant;Muscovy, Slovenia (Muscovy duck);
independent continuant;Hookbill, United Kingdom of Great Britain and Northern Ireland (Duck (domestic));
independent continuant;Panorusan Samosir, Indonesia (Goat);
independent continuant;Fell Pony, United Kingdom of Great Britain and Northern Ireland (Horse);
independent continuant;French Muscovy, Viet Nam (Muscovy duck);
independent continuant;Krombek, Netherlands (Duck (domestic));
independent continuant;Montgomery, Indonesia (Goat);
independent continuant;Fell Pony, Germany (Horse);
independent continuant;Thapra Muscovy Duck (Pedted Thapra), Thailand (Muscovy duck);
independent continuant;Marica, Indonesia (Goat);
independent continuant;Finnpferd, Germany (Horse);
independent continuant;Muscovy, Bangladesh (Muscovy duck);
independent continuant;smaragdna raca, Slovenia (Duck (domestic));
independent continuant;Lakor, Indonesia (Goat);
independent continuant;Fell pony, Netherlands (Horse);
independent continuant;Muscovy, Zambia (Muscovy duck);
independent continuant;Suomenhevonen, Finland (Horse);
independent continuant;Indian Runner, Ireland (Duck (domestic));
independent continuant;Indian Runner, United Kingdom of Great Britain and Northern Ireland (Duck (domestic));
independent continuant;Attapady Black, India (Goat);
independent continuant;Indian Runner, India (Duck (domestic));
independent continuant;Assam Hill, India (Goat);
independent continuant;Indian Runner, Australia (Duck (domestic));
independent continuant;Andaman Feral Goat, India (Goat);
independent continuant;Indian Runner, Bangladesh (Duck (domestic));
independent continuant;Senduro, Indonesia (Goat);
independent continuant;Muscovy Duck, Guam (Muscovy duck);
independent continuant;Exmoor Pony, Canada (Horse);
independent continuant;Muscovy, Kiribati (Muscovy duck);
independent continuant;Exmoor, Australia (Horse);
independent continuant;Muscovy, Guyana (Muscovy duck);
independent continuant;Crested, Australia (Duck (domestic));
independent continuant;Bligon, Indonesia (Goat);
independent continuant;Exmoor Pony, United Kingdom of Great Britain and Northern Ireland (Horse);
independent continuant;Muscovey, Sri Lanka (Muscovy duck);
independent continuant;Crested, United Kingdom of Great Britain and Northern Ireland (Duck (domestic));
independent continuant;Murcia-Granadai, Hungary (Goat);
independent continuant;Exmoor Pony, Germany (Horse);
independent continuant;Muscovy, Republic of Korea (Muscovy duck);
independent continuant;Cherry Valley, Philippines (Duck (domestic));
independent continuant;Hungarian plain goat, Hungary (Goat);
independent continuant;Exmoor ponny, Sweden (Horse);
independent continuant;Muskovy, Mali (Muscovy duck);
independent continuant;Cherry Valley, Viet Nam (Duck (domestic));
independent continuant;Anglo- núbiai, Hungary (Goat);
independent continuant;Exmoor, Netherlands (Horse);
independent continuant;canard de Barbarie, Madagascar (Muscovy duck);
independent continuant;Alpesi, Hungary (Goat);
independent continuant;Falabella Pony, Argentina (Horse);
independent continuant;Muscovy Duck, Malaysia (Muscovy duck);
independent continuant;Exmoor, United States of America (Horse);
independent continuant;Muscovy, Northern Mariana Islands (Muscovy duck);
independent continuant;Caballo Falabella, Germany (Horse);
independent continuant;Falabella, Australia (Horse);
independent continuant;Muscovy, Palau (Muscovy duck);
independent continuant;Eesti hobune, Estonia (Horse);
independent continuant;Canard de Duclair, France (Duck (domestic));
independent continuant;Dworka, Poland (Duck (domestic));
independent continuant;Kejobong, Indonesia (Goat);
independent continuant;Kuifeend, Netherlands (Duck (domestic));
independent continuant;Kaligesing, Indonesia (Goat);
independent continuant;čopasta raca, Slovenia (Duck (domestic));
independent continuant;Kacang, Indonesia (Goat);
independent continuant;Crested, Ireland (Duck (domestic));
independent continuant;Gembrong, Indonesia (Goat);
independent continuant;Dwergkuifeend, Netherlands (Duck (domestic));
independent continuant;Boerka Galaksi Agribak, Indonesia (Goat);
independent continuant;Pekín Criollo, Cuba (Duck (domestic));
independent continuant;Pekín Francés, Cuba (Duck (domestic));
independent continuant;Pekin, United Kingdom of Great Britain and Northern Ireland (Duck (domestic));
independent continuant;Peking, Guyana (Duck (domestic));
independent continuant;Pekingin Ankka, Finland (Duck (domestic));
independent continuant;Pekin, Fiji (Duck (domestic));
independent continuant;Deutsche Pekingenten, Germany (Duck (domestic));
independent continuant;Peking, Egypt (Duck (domestic));
independent continuant;Pekín Mejorado, Cuba (Duck (domestic));
independent continuant;Pekin, Cyprus (Duck (domestic));
independent continuant;orpingtonska raca, Slovenia (Duck (domestic));
independent continuant;Pekín, Chile (Duck (domestic));
independent continuant;Beijing, China (Duck (domestic));
independent continuant;Pekin, Australia (Duck (domestic));
independent continuant;Peking, Bolivia (Plurinational State of) (Duck (domestic));
independent continuant;Overbergse eend, Netherlands (Duck (domestic));
independent continuant;Pekin, Antigua and Barbuda (Duck (domestic));
independent continuant;Orpington O1, Poland (Duck (domestic));
independent continuant;Overberg, United Kingdom of Great Britain and Northern Ireland (Duck (domestic));
independent continuant;Pékin, Democratic Republic of the Congo (Duck (domestic));
independent continuant;Selle français, France (Horse);
independent continuant;Cheval selle français, Belgium (Horse);
independent continuant;Trotteur français, France (Horse);
independent continuant;Cheval de selle luxembourgeois, Luxembourg (Horse);
independent continuant;Friese Paard, Belgium (Horse);
independent continuant;Friesian, Australia (Horse);
independent continuant;Kaczka pomniejszona K-2, Poland (Duck (domestic));
independent continuant;Frison, France (Horse);
independent continuant;Orpington, Australia (Duck (domestic));
independent continuant;Friesenpferd, Germany (Horse);
independent continuant;Khaki Campbell Kh1, Poland (Duck (domestic));
independent continuant;Frisona, Guatemala (Horse);
independent continuant;Mascovy, Lesotho (Duck (domestic));
independent continuant;Friesian, United Kingdom of Great Britain and Northern Ireland (Horse);
independent continuant;Khaki Campbell, Viet Nam (Duck (domestic));
independent continuant;Khaki Campbell, Zambia (Duck (domestic));
independent continuant;Khaki Campbell, Solomon Islands (Duck (domestic));
independent continuant;Khaki Campbell, Sierra Leone (Duck (domestic));
independent continuant;Orpington, United Kingdom of Great Britain and Northern Ireland (Duck (domestic));
independent continuant;Orpington, Ireland (Duck (domestic));
independent continuant;Connemara, United Kingdom of Great Britain and Northern Ireland (Horse);
independent continuant;French Coach, United States of America (Horse);
independent continuant;Cracker, United States of America (Horse);
independent continuant;Connemara Pony, Ireland (Horse);
independent continuant;Missouri Fox Trotting Horse, United States of America (Horse);
independent continuant;Connemara, Hungary (Horse);
independent continuant;German Coach, United States of America (Horse);
independent continuant;Connemaraponny, Sweden (Horse);
independent continuant;Narragansett Pacer, United States of America (Horse);
independent continuant;Connemara Pony, Netherlands (Horse);
independent continuant;Morocco Spotted, United States of America (Horse);
independent continuant;Wahati, Egypt (Goat);
independent continuant;Chickasaw, United States of America (Horse);
independent continuant;Saidi, Egypt (Goat);
independent continuant;Cayuse, United States of America (Horse);
independent continuant;Barki, Egypt (Goat);
independent continuant;Colorado Ranger, United States of America (Horse);
independent continuant;AHS, Egypt (Goat);
independent continuant;ChinCôteague Pony, United States of America (Horse);
independent continuant;Galapagos, Ecuador (Goat);
independent continuant;Cruzada, Ecuador (Goat);
independent continuant;Conestoga, United States of America (Horse);
independent continuant;Criolla, Ecuador (Goat);
independent continuant;Mzabite, Algeria (Goat);
independent continuant;Zaraibi, Egypt (Goat);
independent continuant;XXXXXXX, Egypt (Goat);
independent continuant;American Walking Pony, United States of America (Horse);
independent continuant;Assateague Pony, United States of America (Horse);
independent continuant;Appaloosa Pony, United States of America (Horse);
independent continuant;Buckskin, United States of America (Horse);
independent continuant;Broomtail, United States of America (Horse);
independent continuant;Dværgged, Denmark (Goat);
independent continuant;Canelón, Uruguay (Horse);
independent continuant;Dansk Nubisk, Denmark (Goat);
independent continuant;Caballo Deportivo Uruguayo, Uruguay (Horse);
independent continuant;Somali and Afar, Djibouti (Goat);
independent continuant;Silla Uruguayo, Uruguay (Horse);
independent continuant;Somali, Djibouti (Goat);
independent continuant;Criollo Uruguayo, Uruguay (Horse);
independent continuant;Saanen, Djibouti (Goat);
independent continuant;American Miniature, United States of America (Horse);
independent continuant;Kenyan Alpine, Djibouti (Goat);
independent continuant;American Cream Draft, United States of America (Horse);
independent continuant;F1-Generation, Djibouti (Goat);
independent continuant;Makatia, Algeria (Goat);
independent continuant;Kabyle, Algeria (Goat);
independent continuant;Arabia, Algeria (Goat);
independent continuant;Streletska (shooter's), Ukraine (Horse);
independent continuant;Russian Heavy Draft, Ukraine (Horse);
independent continuant;Ukrainian Saddle, Ukraine (Horse);
independent continuant;Torian, Ukraine (Horse);
independent continuant;Horse, Uganda (Horse);
independent continuant;Horse, United Republic of Tanzania (Horse);
independent continuant;German Bessarabian, Ukraine (Horse);
independent continuant;French Trotter, Ukraine (Horse);
independent continuant;Newolexandrian heavy draft, Ukraine (Horse);
independent continuant;Latvian Harness, Ukraine (Horse);
independent continuant;Nogai, Ukraine (Horse);
independent continuant;Turkish Arab, Turkey (Horse);
independent continuant;Çukurova, Turkey (Horse);
independent continuant;Uzunyayla, Turkey (Horse);
independent continuant;Don, Kyrgyzstan (Horse);
independent continuant;Llamingos, Ecuador (Llama);
independent continuant;Argentinian Llama, Argentina (Llama);
independent continuant;Call, Ireland (Duck (domestic));
independent continuant;Cheviot (Feral), United Kingdom of Great Britain and Northern Ireland (Goat);
independent continuant;Dongola, Eritrea (Horse);
independent continuant;Muscovy Duck, Antigua and Barbuda (Muscovy duck);
independent continuant;Kwaker, Netherlands (Duck (domestic));
independent continuant;British Saanen, United Kingdom of Great Britain and Northern Ireland (Goat);
independent continuant;Donskaya, Russian Federation (Horse);
independent continuant;Llama, United States of America (Llama);
independent continuant;British Guernsey, United Kingdom of Great Britain and Northern Ireland (Goat);
independent continuant;Dongola, Sudan (Horse);
independent continuant;Muscovy Duck, Belgium (Muscovy duck);
independent continuant;Call (Decoy), United Kingdom of Great Britain and Northern Ireland (Duck (domestic));
independent continuant;British Goat, United Kingdom of Great Britain and Northern Ireland (Goat);
independent continuant;Dongalow, Mali (Horse);
independent continuant;Muscovy, Australia (Muscovy duck);
independent continuant;Dutch warmblood, Suriname (Horse);
independent continuant;Pato real, Chile (Muscovy duck);
independent continuant;KWPN rijpaard, Netherlands (Horse);
independent continuant;Muscovy, Botswana (Muscovy duck);
independent continuant;Eesti raskeveohobune, Estonia (Horse);
independent continuant;Muscovy, United Kingdom of Great Britain and Northern Ireland (Muscovy duck);
independent continuant;Estonskii Tyazhelovoz, Russian Federation (Horse);
independent continuant;Muscovy duck, Fiji (Muscovy duck);
independent continuant;Astra K54, Poland (Duck (domestic));
independent continuant;Don, China (Horse);
independent continuant;Dartmoor ponny, Sweden (Horse);
independent continuant;Laama, Finland (Llama);
independent continuant;Astra K, Poland (Duck (domestic));
independent continuant;Megruli mountain, Georgia (Goat);
independent continuant;Astra K-1, Poland (Duck (domestic));
independent continuant;Megruli lowland, Georgia (Goat);
independent continuant;Cayuga, Ireland (Duck (domestic));
independent continuant;Welsh, United Kingdom of Great Britain and Northern Ireland (Goat);
independent continuant;kajuga, Slovenia (Duck (domestic));
independent continuant;Toggenburg, United Kingdom of Great Britain and Northern Ireland (Goat);
independent continuant;Cayuga, Australia (Duck (domestic));
independent continuant;Old English, United Kingdom of Great Britain and Northern Ireland (Goat);
independent continuant;Cayuga, United Kingdom of Great Britain and Northern Ireland (Duck (domestic));
independent continuant;Kalahari Red Boer, United Kingdom of Great Britain and Northern Ireland (Goat);
independent continuant;SA Sporting horse, South Africa (Horse);
independent continuant;Aylesbury, United Kingdom of Great Britain and Northern Ireland (Duck (domestic));
independent continuant;Blanche des Cévennes, France (Goat);
independent continuant;Dartmoor, Australia (Horse);
independent continuant;Tampulli, Bolivia (Plurinational State of) (Llama);
independent continuant;Aylesbury, Indonesia (Duck (domestic));
independent continuant;Suomenvuohi, Finland (Goat);
