class;term;comment
material entity;peristome tooth;A cardinal organ part that is a single lobe of a peristome.
material entity;peristome;A single or double circle of peristome teeth inside a sporangium mouth.
material entity;rhizoid;A plant structure (PO:0009011) that is a uniseriate filament with positive geotropism that grows from an epidermis (PO:0005679) or protonema (PO:0030003).
material entity;protonemal side branch rhizoid initial cell;A protonema side branch initial that gives rise to a protonemal rhizoid.
material entity;protonemal rhizoid;A rhizoid that is part of a protonema and develops from a protonemal side branch rhizoid initial.
material entity;archesporium;A portion of plant tissue (PO:0009007) that is the internal part of a sporangium (PO:0025094), bounded by the sporangium wall (PO:0025306), and has as parts archesporial cells (PO:0030056).
material entity;exothecium;A portion of plant epidermis (PO:0005679) that is the outermost layer of a sporangium wall (PO:0025306).
material entity;archegonium head;An umbrella-shaped cardinal organ part that is the apical portion of an archegoniophore and bears archegonia.
material entity;antheridium head;A disk-shaped cardinal organ part (PO:0025001) that is the apical portion of an antheridiophore (PO:0030033) and bears antheridia (PO:0025125).
material entity;paraphysis;A slender, usually uniseriate multicellular trichome (PO:0025162) that grows intermixed with the gametangia.
material entity;costa;A portion of plant tissue (PO:0009007) that is a single or double strand in the center of a non-vascular leaf (PO:0025075) and has as part hydrome (PO:0030047) or leptome (PO:0030048).
material entity;epidermal rhizoid;A rhizoid (PO:0030078) that develops from an epidermal rhizoid initial cell (PO:0030068).
material entity;plant embryo;A whole plant (PO:0000003) that participates in the plant embryo stage (PO:0007631).
material entity;plant organ;A multi-tissue plant structure (PO:0025496) that is a functional unit, is a proper part of a whole plant (PO:0000003), and includes portions of plant tissue (PO:0009007) of at least two different types that derive from a common developmental path.
material entity;protonema side branch initial cell;An protonema sub-apical initial that gives rise to a branch of a protonema.
material entity;archegonium neck canal;A canal (PO:0025132) in the center of an archegonium neck (PO:0030039).
material entity;paraphyllium;A portion of plant epidermis (PO:0005679) tissue that is an outgrowth from the epidermis between the leaves of a gametophore axis (PO:0030020).
material entity;epidermal rhizoid initial cell;A plant epidermal initial cell (PO:0000349) that gives rise to an epidermal rhizoid (PO:0030071).
material entity;gametophore axillary hair base;A axillary hair base that is the basal part of a gametophore axillary hair, below the gametophore axillary hair terminal cell.
material entity;gametophore axillary hair terminal cell;An axillary hair terminal cell that is the long terminal cell of a gametophore axillary hair.
material entity;archegonium neck canal cell;A native plant cell (PO:0025606) that is one of the axial row of cells in an immature archegonium neck (PO:0030039).
material entity;gametophore axillary hair basal cell;An axillary hair basal cell that is part of a gametophore axillary hair base.
material entity;tmema;A portion of plant tissue (PO:0009007) that has as parts tmema cells (PO:0030059).
material entity;gametophore axillary hair;An axillary hair that grows in a leaf axil of a non-vascular leaf.
material entity;portion of plant tissue;A plant structure (PO:0009011) that consists predominantly of similarly specialized plant cells (PO:0009002) of one or more types.
material entity;shoot system;A collective plant organ structure (PO:0025007) that produces shoot-borne portions of meristem tissue (PO:0009013) and the plant structures (PO:0009011) that arise from them.
material entity;root;A plant axis (PO:0025004) that lacks shoot axis nodes (PO:0005004) and usually grows indeterminately.
material entity;plant cell;A cell which is a plant structure (PO:0009011).
material entity;fruit;A multi-tissue plant structure (PO:0025496) that develops from a gynoecium (PO:0009062), or a single carpel (PO:0009030), and at maturity may have as parts one or more seeds (PO:0009010).
material entity;pulvinus;A cardinal organ part (PO:0025001) at the apex or base of a petiole, petiolule, leaf sheath, or branch that is differentiated from the remaining organ parts by its enlarged cross section.
material entity;shoot internode differentiation zone;A plant axis differentiation zone that is part of a shoot axis.
material entity;phyllome founder cell;A native plant cell (PO:0025606) that is part of the phyllome anlagen (PO:0025430).
material entity;branch internode elongation zone;A shoot axis internode elongation zone (PO:0025100) that is part of a branch internode (PO:0025080).
process;floral organ formation stage;A flower development stage (PO:0007615) that occurs in an individual flower (PO:000904) during the interval between the onset of a floral organ meristem development stage (PO:0007601) and the onset of a flowering stage (PO:0007616).
material entity;first order inflorescence axis;An inflorescence axis (PO:0020122) that is the primary or main axis of an inflorescence (PO:0009049).
process;flower meristem transition stage;A flower development stage (PO:0007615) which begins with the transition of a portion of meristem tissue (PO:0009013) to a flower meristem (PO:0000229) and ends with the onset of the floral organ formation stage (PO:0025585).
material entity;branch internode differentiation zone;A shoot internode differentiation zone that is part of a branch internode.
material entity;free sepal;A sepal (PO:0009031) that is part of a perianth (PO:0009058) that contains fused sepals (PO:0025584) and/or fused petals (PO:0025583), but is separate from the other sepals (PO:0009031) and petals (PO:0009032).
material entity;fifth order inflorescence axis;A higher order inflorescence axis (PO:0009081) that develops from an inflorescence axillary meristem (PO:0009105) of a fourth order inflorescence axis (PO:0025106).
material entity;fourth order inflorescence axis;A higher order inflorescence axis (PO:0009081) that develops from an inflorescence axillary meristem (PO:0009105) of a third order inflorescence axis (PO:0025105).
material entity;leaf lamina tip;A leaf tip (PO:0025142) that is the distal portion of the leaf lamina (PO:0020039).
material entity;seventh order inflorescence axis;A higher order inflorescence axis (PO:0009081) that develops from an inflorescence axillary meristem (PO:0009105) of a sixth order inflorescence axis (PO:0025108).
material entity;sieve tube element;A sieve element (PO:0025406) that is part of a sieve tube (PO:0025416) and has as parts sieve areas aggregated into sieve plates (GO:0097218).
material entity;sixth order inflorescence axis;A higher order inflorescence axis (PO:0009081) that develops from an inflorescence axillary meristem (PO:0009105) of a fifth order inflorescence axis (PO:0025107).
material entity;eighth order inflorescence axis;A higher order inflorescence axis (PO:0009081) that develops from an inflorescence axillary meristem (PO:0009105) of a seventh order inflorescence axis (PO:0025109).
material entity;fused perianth;A perianth (PO:0009058) in which one or more of the petals (PO:0009032), sepals (PO:0009031), and/or tepals (PO:0009033) are fused (PATO:0000642).
material entity;subsidiary cell;A shoot epidermal cell (PO:0025165) associated with a stomatal pore (PO:0008032) and at least morphologically distinguishable from the other epidermal cells.
material entity;fused calyx;A calyx (PO:0009060) that is composed of fused sepals (PO:0025584).
material entity;idioblast;A native plant cell (PO:0025606) that markedly differs in form, size, or contents from other cells in the same tissue.
material entity;fused corolla;A corolla (PO:0009059) that is composed of fused petals (PO:0025583).
material entity;trichome;A unicellular or multicellular plant structure (PO:0009011) that forms a non-sclerified outgrowth from the epidermis (PO:0005679).
material entity;shoot axis internode elongation zone;A plant axis elongation zone (PO:0025180) that is part of a shoot axis internode (PO:0005005).
material entity;fused sepal;A sepal (PO:0009031) that is part of the fused calyx (PO:0025582) or a fused perianth (PO:0025580).
material entity;fused petal;A petal (PO:0009032) that is part of a fused corolla (PO:0025581) or a fused perianth (PO:0025580).
material entity;protoxylem tracheary element;A primary xylem tracheary element (PO:0025444) with predominately annular or helical secondary wall thickening that are the first formed tracheary elements (PO:0000290) at a particular location.
process;vascular leaf differentiation stage;A vascular leaf development stage (PO:0025570) that begins with the formation of procambium (PO:0025275) and protoderm (PO:0006210) and ends with the formation and differentiation of the leaf epidermis (PO:0006016) and leaf vascular system (PO:0000036) and all the specialized cells of the vascular leaf.
material entity;epicalyx bract;A flower bract (PO:0009034) that is part of the epicalyx (PO:0009063).
material entity;metaxylem tracheary element;A primary xylem tracheary element (PO:0025444) that may have helical, scalariform, reticulate and/or pitted secondary wall thickening.
process;phyllome development stage;A plant organ development stage (PO:0025339) that has a primary participant a phyllome (PO:0025023).
process;collective phyllome structure development stage;A collective plant organ stucture development stage (PO:0025338) that has as primary participant collective phyllome structure (PO:0025023).
material entity;tracheary element;A native plant cell (PO:0025606) that has a lignified cell wall with secondary thickening and bordered pits.
material entity;cambial initial cell;An initial cell (PO:0004011) that is part of the vascular cambium (PO:0005598) or cork cambium (PO:0005599), and by periclinal divisions, produces cells to the outside or inside of the cambial axis.
process;multi-tissue plant structure development stage;A plant structure development stage (PO:0009012) that has as primary participant a multi-tissue plant structure (PO:0025496).
process;vascular leaf development stage;A leaf development stage (PO:0001050) that occurs during the interval between the onset of the vascular leaf initiation stage (PO:0001051) and the termination of the vascular leaf senescent stage (PO:0001054).
material entity;guard cell;A shoot epidermal cell (PO:0025165) that is one of a pair of cells flanking the stomatal pore (PO:0008032).
process;non-vascular leaf development stage;A leaf development stage (PO:0001050) that has as a primary participant a non-vascular leaf (PO:0025075).
process;vascular leaf primordium polarity determination stage;A vascular leaf initiation stage (PO:0001051) during which the vascular leaf primordium (PO:0004725) develops an adaxial side (PO:0004726) and an abaxial side (PO:0004725).
material entity;multicellular plant gametangium;A plant organ (PO:0009008) that produces one or more gametes (PO:0025006) and participates in the gametophyte development stage (PO:0028003).
material entity;embryo sac egg cell;A plant egg cell (PO:0020094) that is part of an egg apparatus (PO:0020096).
material entity;archegonium;A multicellular plant gametangium (PO:0025124) that develops from an archegonium initial cell (PO:0025510) and has as parts a venter (PO:0030038) and an archegonium neck (PO:0030039).
material entity;antheridium;A multicellular plant gametangium (PO:0025124) that produces antheridium sperm cells (PO:0025120) and has as parts an antheridium jacket layer (PO:0030053) and an antheridium stalk (PO:0030035).
material entity;phyllome primordium;A primordium (PO:0025127) that develops from a phyllome anlagen (PO:0025430) and is part of a shoot apex (PO:0000037) and is committed to the development of a phyllome (PO:0006001).
material entity;embryo basal cell;A native plant cell (PO:0025606) that is the lower-most cell formed after the first division of the plant zygote (PO:0000423) and is part of a plant embryo (PO:0009009).
material entity;primordium;A portion of meristem tissue (PO:0009013) that has as parts protoderm (PO:0006210) and sub-epidermal meristematic tissue and is committed to the development of a particular plant structure (PO:0009011).
material entity;xylem vessel member;A tracheary element (PO:0000290) that is part of a xylem vessel (PO:0025417) and has as parts perforation plates.
material entity;silk scar;A cardinal part of multi-tissue plant structure (PO:0025498) which is composed of the shriveled remains of the silk (PO:0006488), and the base of the style (PO:0009074), and is located on the distal end of a developing or mature kernel (caryopsis fruit. PO:0030104).
material entity;petiole lamina;A lamina (PO:0025060) that is part of a petiole (PO:0020038).
material entity;stomatal complex;A portion of shoot system epidermis (PO:0006035) that has as parts two guard cells (PO:0000293) and a stomatal pore (PO:0008032). May also contain subsidiary cells (PO:0000284).
material entity;antheridium sperm cell;A plant sperm cell (PO:0000084) which develops from a spermatogenous cell (PO:0025525) and is located in an antheridium (PO:0025125).
material entity;archegonium egg cell;A plant egg cell (PO:0020094) that develops from the archegonium central cell (PO:0025509) and is located in the venter (PO:0030038).
material entity;pollen sperm cell;A plant sperm cell (PO:0000084) that is part of the pollen (PO:0025281).
material entity;third order infructescence axis;A higher order infructescence axis (PO:0025243) which arises from a second order infructescence axis (PO:0025112) and develops from a third order inflorescence axis (PO:0006322).
material entity;ear infructescence;An infructescence (PO:0006342) in Zea species that bears kernels (i.e. caryopsis fruit. PO:0030104) on a compact ear infructescence axis (PO:0025623) and develops from the ear inflorescence (PO:0020136).
material entity;second order infructescence axis;A higher order infructescence axis (PO:0025243) which arises from a first order infructescence axis (PO:0025244) and develops from a second order inflorescence axis (PO:0006321).
material entity;root system ground meristem;A ground meristem (PO:0025594) that gives rise to a portion of ground tissue (PO:0025059) in the root system (PO:0025025).
material entity;fifth order infructescence axis;A higher order infructescence axis (PO:0025243) which arises from a fourth order infructescence axis (PO:0025114) and develops from a fifth order inflorescence axis (PO:0025106).
material entity;pistillate flower;A flower (PO:0009046) that includes as part a single carpel (PO:0009030) or a gynoecium (PO:0009062), but the androecium (PO:0009061) is absent or has aborted during development.
material entity;fourth order infructescence axis;A higher order infructescence axis (PO:0025243) which arises from a third order infructescence axis (PO:0025113) and develops from a fourth order inflorescence axis (PO:0025105).
material entity;pistillate inflorescence;An inflorescence (PO:0009049) that includes as part only pistillate flowers (PO:0025599).
material entity;plant anatomical space;An anatomical space that is part of a plant.
material entity;sixth order infructescence axis;A higher order infructescence axis (PO:0025243) which arises from a fifth order infructescence axis (PO:0025115) and develops from a sixth order inflorescence axis (PO:0025107).
material entity;plant axis differentiation zone;A cardinal organ part that is part of a plant axis and is located behind the elongation zone and contains cells that are differentiating into their final form and function.
material entity;anther pore;A plant anatomical space that is a pore at the apex of an anther.
material entity;receptacle cortex;A portion of cortex (PO:0005708) that is part of a receptacle (PO:0009064).
material entity;receptacle pith;A portion of pith (PO:0006109) that is part of a receptacle (PO:0009064).
material entity;shoot-borne internode root;A shoot-borne root (PO:0000042) that arises from a shoot axis internode (PO:0005005).
material entity;vascular leaf founder cell;A phyllome founder cell (PO:0025586) that is part of a vascular leaf anlagen (PO:0025431).
material entity;tenth order inflorescence axis;A higher order inflorescence axis (PO:0009081) that develops from an inflorescence axillary meristem (PO:0009105) of a ninth order inflorescence axis (PO:0025110).
material entity;shoot system ground meristem;A ground meristem (PO:0025594) that gives rise to a portion of ground tissue (PO:0025059) in the shoot system (PO:0009006).
material entity;ninth order inflorescence axis;A higher order inflorescence axis (PO:0009081) that develops from an inflorescence axillary meristem (PO:0009105) of a eighth order inflorescence axis (PO:0025110).
material entity;ground meristem;A portion of meristem tissue (PO:0009013) that gives rise to a portion of ground tissue (PO:0025059).
material entity;functional megaspore;A megaspore(s) that forms an embryo sac.
material entity;bundle sheath chlorenchyma cell;A chlorenchyma cell (PO:0000076) that is part of a bundle sheath (PO:0006023).
material entity;bundle sheath cell;A ground tissue cell (PO:0000076) that is part of a bundle sheath (PO:0006023).
material entity;microsporangium tapetum cell;A tapetum cell (PO:0025543) that is part of a microsporangium tapetum (PO:0025314).
material entity;tapetum cell;A native plant cell (PO:0025606) that is part of the tapetum (PO:0025313).
material entity;accessory paraclade;A second order inflorescence axis (PO:0006321) borne in the same axil (PO:0025224) as an existing second order inflorescence axis.
material entity;anther wall tapetum cell;A microsporangium tapetum cell (PO:0025544) that is part of the anther wall tapetum (PO:0009071).
material entity;rosette paraclade;A second order inflorescence axis (PO:0006321) borne on a compacted first order inflorescence axis (PO:0025104), forming the rosette.
material entity;degenerate megaspore;In monosporic and bisporic megasporogenesis: the megaspore(s) that would not participate in megagametogenesis.
material entity;cauline paraclade;A second order inflorescence axis (PO:0006321) borne on an elongated first order inflorescence axis (PO:0025104).
material entity;trichome tip;A plant structure (PO:0009011) that is the apical most portion of a trichome apex (PO:0025550).
material entity;inflorescence bract;A bract (PO:0009055) subtending a branch of the inflorescence (PO:0009049) or borne on the inflorescence axis (PO:0020122) below any branch (PO:0025073) or flower (PO:0009046).
material entity;peduncle;A shoot axis that extends from the last foliage leaf on a stem or branch until the next distal node.
material entity;inflorescence flower pedicel;A flower pedicel (PO:0030113) that bears a flower (PO:0009046) in an inflorescence (PO:0009049).
material entity;spikelet;A reproductive shoot system (PO:0025082) that is the ultimate and congested, higher order inflorescence axis (PO:0009081) of the grasses.
material entity;corolla;A collective phyllome structure (PO:0025023) that is composed of one or more petals (PO:0009032), comprising the inner whorl of non-reproductive floral organs (PO:0025395) and surrounds the androecium (PO:0009061) and the gynoecium (PO:0009062).
material entity;perianth;A collective phyllome structure (PO:0025023) that includes as parts the corolla (PO:0009059) and/or the calyx (PO:0009060). or one or more tepals (PO:0009033).
material entity;extrafloral nectary;A nectary (PO:0009035), not occurring on a floral organ (PO:0025395) or other part of a flower (PO:0009046).
material entity;flower nectary;A nectary (PO:0009035) occurring on a floral organ (PO:0025395) or other part of a flower (PO:0009046).
material entity;phloem sap;A plant sap (PO:0025538) that is an aqueous solution which may contain sugars, mineral elements, and plant hormones, and is transported through the phloem sieve elements (PO:0025406).
material entity;bract;A phyllome that subtends a reproductive structure.
process;bud swell stage;A bud development stage (PO:0025528) during which a bud (PO:0009006) enlarges due to growth of the shoot system (PO:0009006).
process;reproductive shoot system development stage;A shoot system development stage (PO:0025527) that has as primary participant a reproductive shoot system (PO:0025082).
material entity;prothallial cell;A native plant cell (PO:0025606) which is vegetative and develops from the division of the microspore (PO:0020048) of vascular plants other than angiosperms.
material entity;endodermis;A portion of ground tissue (PO:0025059) that is the inner most layer of a cortex (PO:0005708) and has a casparian strip in its anticlinal cell walls.
process;bud burst stage;A shoot system development stage (PO:0025527) during which a shoot system (PO:0009006) emerges from the bud (PO:0009006).
material entity;multicellular trichome tip;A portion of plant tissue (PO:0009007) that is the apical most portion of a multicellular trichome apex (PO:0025551).
material entity;root cortex;A portion of cortex (PO:0005708) that is part of a root (PO:0009005).
material entity;adventitious shoot axis;A shoot axis (PO:00025029) that develops in an unusual place.
material entity;unicellular trichome;A trichome (PO:0000282) that is a single plant cell (PO:0009002).
material entity;root hair cell;A root epidermal cell (PO:0025164) that develops from a trichoblast (PO:0000262) and has as part a root hair (GO:0035618).
material entity;plant cuticle ridge;A portion of plant cuticle (PO:000022) that forms a ridge, may be overlayed with epicuticular wax (PO:0025388).
material entity;xylem sap;A plant sap (PO:0025538) that is an aqueous solution which may contain mineral elements, nutrients, and plant hormones, and is transported from the root system (PO:0025025) toward the leaves through the tracheary elements (PO:0000290) of the xylem.
material entity;plant sap;A portion of plant substance (PO:0025161) that is an aqueous solution that can be transported through the apoplast (GO:0048046) or symplast (GO:0055044).
material entity;hypanthium;A cup- or tube-shaped cardinal organ part, bearing perianth and stamens on its rim, so these arise above the base, and often above the top, of the ovary.
material entity;receptacle;A cardinal organ part (PO:0025001) that is the region at the distal end of either a peduncle or a pedicel where the floral appendages (e.g.: sepals, petals, stamens and pistils) are attached.
material entity;epicalyx;A collective phyllome structure (PO:0025023) composed of two or more phyllomes immediately outside the calyx (PO:0009060).
material entity;gynoecium;A collective phyllome structure (PO:0025023) composed all of the carpels (PO:0009030) in a flower (PO:0009046).
material entity;androecium;A collective phyllome structure (PO:0025023) composed all of the stamens (PO:0009029) in a flower (PO:0009046).
material entity;calyx;A collective phyllome structure (PO:0025023) that is composed of one or more sepals (PO:0009031), and comprises the outer whorl of non-reproductive floral organs (PO:0025395).
material entity;anther theca;A collective plant organ structure (PO:0025007) that is part of an anther (PO:0009066) and consists of a pair of sporangia (PO:0025094) that dehisce down a common slit.
material entity;connective;The part of the stamen that connects the microsporangia/pollen sacs.
material entity;filament;A stalk (PO:0025066) that is part of a stamen (PO:0009029).
material entity;anther;A collective plant organ structure (PO:0025007) that is the pollen-bearing part of a stamen (PO:0009029).
material entity;megasporangium tapetum cell;A tapetum cell (PO:0025543) that is part of a megasporangium tapetum (PO:0025315).
material entity;polyarch protoxylem;A portion of root exarch protoxylem (PO:0025555) tissue in which the primary xylem (PO:0005849) of the root system (PO:0025025) has more than five protoxylem strands or poles, and differentiation progresses centripetally, with the oldest elements (protoxylem) farthest from the center of the plant axis (PO:0025004).
material entity;shoot system phloem sap;A phloem sap (PO:0025540) that is located in the shoot system (PO:0009006).
material entity;non-hair root epidermal cell;A root epidermal cell (PO:0025164) that develops from an epidermal initial (PO:0000349) and does not have as part a root hair (GO:0035618).
material entity;shoot system xylem sap;A xylem sap (PO:0025539) that is located in the shoot system (PO:0009006).
material entity;root system xylem sap;A xylem sap (PO:0025539) that is located in the root system (PO:0025025).
material entity;root system phloem sap;A phloem sap (PO:0025540) that is located in the root system (PO:0025025).
material entity;free petal;A petal (PO:0009032) that is part of a perianth (PO:0009058) that contains fused sepals (PO:0025584) and/or fused petals (PO:0025583), but is separate from the other sepals (PO:0009031) and petals (PO:0009032).
material entity;style;A cardinal organ part (PO:0025001) which is an elongated part of a carpel (PO:0009030) or gynoecium (PO:0009062) between the plant ovary (PO:0009072) and the stigma (PO:0009073), and through which the pollen tube (GO:0090406) grows.
material entity;stigma;A cardinal organ part (PO:0025001), usually apical, that is part of a carpel (PO:0009030) or group of fused carpels on which the pollen (PO:0025281) germinates.
material entity;plant ovary;A plant structure (PO:0009011) that is the basal portion of a carpel (PO:0009030) or group of fused carpels (gynoecium. PO:0009062) and encloses the plant ovule(s) (PO:0020003).
material entity;anther wall tapetum;A microsporangium tapetum (PO:0025314) that is part of an anther wall (PO:0000002).
material entity;trichoblast;A root epidermal cell (PO:0025164) that is the smaller cell produced by the asymmetric division of an epidermal intial cell (PO:0000349) and gives rise to a root hair (GO:0035618).
material entity;triarch protoxylem;A portion of root exarch protoxylem (PO:0025555) tissue in which the primary xylem (PO:0005849) of the root system (PO:0025025) has three protoxylem strands or poles, and differentiation progresses centripetally, with the oldest elements (protoxylem) farthest from the center of the plant axis (PO:0025004).
material entity;pistillode;A sterile pistil, often rudimentary.
material entity;pentarch protoxylem;A portion of root exarch protoxylem (PO:0025555) tissue in which the primary xylem (PO:0005849) of the root system (PO:0025025) has five protoxylem strands or poles, and differentiation progresses centripetally, with the oldest elements (protoxylem) farthest from the center of the plant axis (PO:0025004).
material entity;staminode;Sterile stamen.
material entity;tetrarch protoxylem;A portion of root exarch protoxylem (PO:0025555) tissue in which the primary xylem (PO:0005849) of the root system (PO:0025025) has four protoxylem strands or poles, and differentiation progresses centripetally, with the oldest elements (protoxylem) farthest from the center of the plant axis (PO:0025004).
material entity;mesarch protoxylem;A portion of protoxylem (PO:0000272) tissue in which the maturation of primary xylem (PO:0005849) of the shoot system (PO:0009006) progresses both centripetally and centrifugally from the center.
material entity;centarch protoxylem;A portion of protoxylem (PO:0000272) tissue in which the maturation of primary xylem of the shoot system progresses centrifugally with the oldest elements (protoxylem) in the center of the axis.
material entity;root system exarch protoxylem;A portion of exarch protoxylem (PO:002554) tissue in which the maturation of primary xylem (PO:0005849) of the root system (PO:0025025) progresses centripedally, with the oldest elements (protoxylem) farthest from the center of the plant axis (PO:0025004).
material entity;xylem fiber cell;A fiber cell (PO:0025407) that is part of a portion of xylem (PO:0005352) tissue.
material entity;exarch protoxylem;A portion of protoxylem (PO:0000272) tissue in which the maturation of primary xylem (PO:0005849) progresses centripetally, the oldest elements (protoxylem) are farthest from the center of the plant axis (PO:0025004).
material entity;endarch protoxylem;A portion of protoxylem (PO:0000272) tissue in which the maturation of primary xylem (PO:0005849) of the shoot system (PO:0009006) progresses centrifugally, with the oldest elements (protoxylem) towards the center of the plant axis (PO:0025004).
material entity;shoot system exarch protoxylem;A portion of exarch protoxylem (PO:002554) tissue in which the maturation of primary xylem (PO:0005849) of the shoot system (PO:0009006) progresses centripetally, with the oldest elements (protoxylem) farthest from the center of the plant axis (PO:0025004).
material entity;diarch protoxylem;A portion of root exarch protoxylem (PO:0025555) tissue in which the primary xylem (PO:0005849) of the root system (PO:0025025) has two protoxylem strands or poles, and differentiation progresses centripetally, with the oldest elements (protoxylem) farthest from the center of the plant axis (PO:0025004).
material entity;monarch protoxylem;A portion of root exarch protoxylem (PO:0025555) tissue in which the primary xylem (PO:0005849) of the root system (PO:0025025) has only one protoxylem strand or pole, and differentiation progresses centripetally, with the oldest element (protoxylem) farthest from the center of the plant axis (PO:0025004).
material entity;aril;An arilloid that is an outgrowth of a seed from a seed funicle.
material entity;mesocarp;A portion of plant tissue (PO:0009007) that is the middle layer of a pericarp (PO:0009084).
material entity;endocarp;A portion of plant tissue (PO:0009007) that is the innermost differentiated layer of a pericarp (PO:0009084).
material entity;exocarp;A portion of plant tissue (PO:0009007) that is the outer layer of a pericarp (PO:0009084).
material entity;pericarp;A portion of plant tissue (PO:0009007) that is the outer layer (wall) of a fruit (PO:0009001), and develops from a plant ovary (PO:0009072) or a carpel (PO:0009030) wall.
material entity;spikelet floret;A small flower (PO:0009046) that is part of a spikelet (PO:0009051).
material entity;higher order inflorescence axis;An inflorescence axis (PO:0020122) that develops from an inflorescence axillary meristem (PO:0009105) of an inflorescence axis (PO:0020122).
material entity;spikelet rachilla;The axis of the spikelet, above the glumes.
material entity;protoxylem;A portion of primary xylem (PO:0000272) tissue that has as part one or more protoxylem tracheary elements (PO:0025575) embedded in parenchyma (PO:0005421) tissue.
material entity;endosperm;A portion of plant tissue (PO:0009007) which is a maximal portion of nutritive plant tissue in a seed (PO:0009010).
material entity;multicellular trichome apex;A portion of plant tissue (PO:0009007) that is the apical most portion of a multicellular trichome (PO:0025162).
material entity;seed coat;A portion of plant tissue that is the covering of a seed derived from ovular - mainly integumentary - tissue.
material entity;trichome apex;A plant structure (PO:0009011) that is the apical most portion of a trichome (PO:0000282).
material entity;petiole stomatal complex;A leaf stomatal complex that is part of a petiole.
material entity;plant axis elongation zone;A cardinal organ part (PO:0025001) which is part of a plant axis (PO:0025004), is located proximal to an apical meristem (PO:0020144), and in which plant cells (PO:0009002) are undergoing longitudinal expansion.
material entity;sepal trichome;A phyllome trichome that is part of a sepal epidermis.
material entity;root elongation zone;A plant axis elongation zone (PO:0025180) that is part of a root tip (PO:0000025) and located proximal to a root apical meristem (PO:0020147).
material entity;tepal epidermis;A portion of phyllome epidermis (PO:0025157) that is part of a tepal (PO:0009033).
material entity;leaf stomatal complex;A phyllome stomatal complex (PO:0025215) that is part of a leaf.
material entity;phyllome trichome;A trichome that is part of a phyllome epidermis.
material entity;leaf lamina stomatal complex;A leaf stomatal complex that is part of a leaf lamina.
material entity;tepal trichome;A phyllome trichome that is part of a tepal epidermis.
material entity;petal trichome;A phyllome trichome that is part of a petal epidermis.
material entity;branch epidermis;A portion of shoot axis epidermis (PO:0006035) that is part of a branch (PO:0025073).
material entity;stem epidermis;A portion of shoot axis epidermis (PO:0000112) that is part of a stem (PO:0009047).
material entity;lower glume of sessile spikelet of ear;A lower glume of ear spikelet that is part of an ear sessile spikelet.
material entity;upper glume of pedicellate spikelet of ear;An upper glume of ear spikelet that is part of an ear pedicellate spikelet.
material entity;rachilla of sessile spikelet of ear;The axis of the ear sessile spikelet, above the glumes.
material entity;lower glume of pedicellate spikelet of ear;A lower glume of ear spikelet that is part of an ear pedicellate spikelet.
material entity;rachilla of pedicellate spikelet of ear;The axis of the ear pedicellate spikelet, above the glumes.
material entity;shoot axis prickle;A prickle (PO:0025169) that is part of a shoot axis (PO:0025029).
material entity;root prickle;A prickle (PO:0025169) that is part of a root (PO:0009005)
material entity;spine leaf;A leaf that is a sclerified and pointed and lacks a lamina.
material entity;thorn;A branch that is a sclerified, pointed outgrowth.
material entity;leaf prickle;A prickle (PO:0025169) that is part of a leaf (PO:0025034).
material entity;spine stipule;A stipule that is sclerified and pointed.
material entity;branch trichome;A shoot axis trichome that is part of a branch epidermis.
material entity;stem trichome;A shoot axis trichome that is part of a stem epidermis.
material entity;cork cambium;A cambium (PO:0005597) that is part of a periderm (PO:0005046) and produces phellem (PO:0004003) and phelloderm (PO:0005050).
material entity;vascular cambium;A cambium (PO:0005597) that is located between and gives rise to secondary xylem (PO:0005848) and secondary phloem (PO:0005043).
material entity;cambium;A lateral meristem (PO:0020145) that has as part a single layer of cambial initial cells (PO:0000295) and their derivatives, arranged orderly in radial files.
material entity;upper glume of sessile spikelet of ear;An upper glume of ear spikelet that is part of an ear sessile spikelet.
material entity;leaf adaxial stomatal complex;A leaf stomatal complex that is part of a leaf adaxial epidermis.
material entity;leaf abaxial stomatal complex;A leaf stomatal complex (PO:0025183) that is part of a leaf abaxial epidermis (PO:0006019).
material entity;tepal adaxial epidermis;A portion of tepal epidermis (PO:0025184) that covers the adaxial/upper surface of a tepal (PO:0009033).
material entity;tepal abaxial epidermis;A portion of tepal epidermis (PO:0025184) that covers the abaxial/lower surface of a tepal (PO:0009033).
material entity;pollen tube cell;A native plant cell (PO:0025606) that develops from a microgametophyte vegetative cell (PO:0020099) and forms a tubular extension of the pollen (PO:0025281).
material entity;root nodule meristem;A root meristem (PO:0006085) that gives rise to a root nodule (PO:0003023).
material entity;stele;A cardinal organ part (PO:0025001) that is the central column of a plant axis that consists of the primary vascular tissue and associated ground tissue.
material entity;basal endosperm transfer layer;A portion of plant tissue (PO:0009007) that is part of an endosperm (PO:0009089) and is composed of basal endosperm transfer cells (PO:0009018).
material entity;branch stele;A shoot axis stele that is part of a branch.
material entity;shoot axis stele;A stele that is part of a shoot axis.
material entity;petal base;A phyllome base (PO:0025140) that is part of a petal (PO:0009032).
material entity;sepal apex;A phyllome apex that is part of a sepal.
material entity;tepal base;A phyllome base (PO:0025140) that is part of a tepal (PO:0009033).
material entity;sepal base;A phyllome base that is part of a sepal.
material entity;petal tip;A phyllome tip that is part of a petal apex.
process;seed development stage;A multi-tissue plant structure development stage (PO:0025571) that has as primary participant a seed (PO:0009010).
