class;term;comment
material entity;tertiary atmosphere;A planetary atmosphere which has formed as a result of biotic processes modifying a secondary atmosphere.
material entity;secondary atmosphere;A planetary atmosphere which has formed as a result of its planet's volcanic activity, or by accumulation of material from comet impacts.
material entity;public swimming pool;A constructed swimming pool which is owned by a governmental or state entity.
material entity;private swimming pool;A constructed swimming pool which is owned by a non-governmental legal entity or a collective of such entities.
material entity;cafeteria;A building which provides the site for food services with little or no waiting staff furnishing table service.
material entity;water intake;A hydraulic-engineering installation which transports water - in specified amounts, of a specified quality, and in accordance with a water-consumption plan - from a source of supply into a conduit.
material entity;phaeozem;Phaeozems accommodate soils of relatively wet grassland and forest regions in moderately continental climates. Phaeozems are much like Chernozems and Kastanozems but are leached more intensively. Consequently, they have dark, humus rich surface horizons that, in comparison with Chernozems and Kastanozems, are less rich in bases. Phaeozems may or may not have secondary carbonates but have a high base saturation in the upper metre of the soil.
material entity;luvisol;Luvisols are soils that have a higher clay content in the subsoil than in the topsoil as a result of pedogenetic processes (especially clay migration) leading to an argic subsoil horizon. Luvisols have high-activity clays throughout the argic horizon and a high base saturation at certain depths.
material entity;nitisol;Nitisols are deep, well-drained, red, tropical soils with diffuse horizon boundaries and a subsurface horizon with more than 30 percent clay and moderate to strong angular blocky structure elements that easily fall apart into characteristic shiny, polyhedric (nutty) elements. Weathering is relatively advanced but Nitisols are far more productive than most other red, tropical soils.
material entity;ferralsol;Ferralsols represent the classical, deeply weathered, red or yellow soils of the humid tropics. These soils have diffuse horizon boundaries, a clay assemblage dominated by low-activity clays (mainly kaolinite) and a high content of sesquioxides.
material entity;gypsisol;Gypsisols are soils with substantial secondary accumulation of gypsum (calcium sulfate). These soils are found in the driest parts of the arid climate zone.
process;anthropisation;A process during which a natural environmental system is altered by human action.
material entity;gleysol;Gleysols are wetland soils that, unless drained, are saturated with groundwater for long enough periods to develop a characteristic gleyic colour pattern. This pattern is essentially made up of reddish, brownish or yellowish colours at ped surfaces and/or in the upper soil layer or layers, in combination with greyish/bluish colours inside the peds and/or deeper in the soil.
material entity;natural environment;An environmental system in which minimal to no anthropisation has occurred and non-human agents are the primary determinants of the system's dynamics and composition.
material entity;histosol;Histosols comprise soils formed in organic material. These vary from soils developed in predominantly moss peat in boreal, arctic and subarctic regions, via moss peat, reeds/ sedge peat (fen) and forest peat in temperate regions to mangrove peat and swamp forest peat in the humid tropics. Histosols are found at all altitudes, but the vast majority occurs in lowlands.
material entity;alpine tree line ecotone;A tree line ecotone across which trees cease to grow due to the low temperatures or duration of snow cover that occur at increased elevations above mean sea level.
material entity;lixisol;Lixisols are soils that have a higher clay content in the subsoil than in the topsoil as a result of pedogenetic processes (especially clay migration) leading to an argic subsoil horizon. Lixisols have a high base saturation and low-activity clays at certain depths.
material entity;tree line ecotone;An ecotone which overlaps at least one biome which supports the growth and persistence of trees and at least one that does not. Before ceasing altogether, tree growth becomes sparse and trees appear stunted as conditions become less favourable along this ecotone.
material entity;leptosol;Leptosols are very shallow soils over continuous rock and soils that are extremely gravelly and/or stony. Leptosols are azonal soils and particularly common in mountainous regions.
material entity;kastanozem;Kastanozems are dry grassland soils, among them the zonal soils of the short-grass steppe belt, south of the Eurasian tall-grass steppe belt with Chernozems. Kastanozems have a similar profile to that of Chernozems but the humus-rich surface horizon is thinner and not as dark as that of the Chernozems and they show more prominent accumulation of secondary carbonates.
process;water ice formation process;A material transformation process during which water ice is formed.
material entity;primary atmosphere;A planetary atmosphere which is formed as a result of the accretion of gaseous matter from the accretion disc of the planet's star.
material entity;desert-alpine tree line ecotone;A tree line ecotone across which trees cease to grow due to insufficient water availability caused by exposure to increased solar radiation and a lack of rainfall.
material entity;desert tree line ecotone;A tree line ecotone across which trees cease to grow due to insufficient water availability due to a lack of water-based precipitation.
object;terrestrial planet;A planet that is composed primarily of silicate rocks or metals.
material entity;double tree line ecotone;A tree line ecotone which contains gaps in tree coverage due to decreased biodiversity in tree-forming plant species: gaps are above the alpine tree line for some species yet below the desert tree line for others, and no species with intermediate tolerances are present.
material entity;calcisol;Calcisols are soils in which there is substantial secondary accumulation of lime. Calcisols are common in highly calcareous parent materials and widespread in arid and semi-arid environments.
material entity;durisol;Durisols are associated mainly with old surfaces in arid and semi-arid environments and accommodate very shallow to moderately deep, moderately well- to well-drained soils that contain cemented secondary silica (SiO2) within 100 cm of the soil surface.
material entity;chernozem;Chernozems are soils with a thick black surface layer that is rich in organic matter.
material entity;cryosol;Cryosols comprise mineral soils formed in a permafrost environment. Where water is present, it occurs primarily in the form of ice. Cryogenic processes are the dominant soil-forming processes.
material entity;cambisol;Cambisols combine soils with at least an incipient subsurface soil formation. Transformation of parent material is evident from structure formation and mostly brownish discoloration, increasing clay percentage, and/or carbonate removal.
material entity;acrisol;Acrisols are soils that have a higher clay content in the subsoil than in the topsoil as a result of pedogenetic processes (especially clay migration) leading to an argic subsoil horizon. Acrisols have in certain depths a low base saturation and low-activity clays.
fiat object;planetary subsurface zone;Regions of a planet which are not exposed to the planet's atmosphere or space, often comprising parts of one or more planetary structural layers.
material entity;albeluvisol;Albeluvisols are soils that have, beginning within 1 m of the soil surface, a clay illuviation horizon with an irregular or broken upper boundary resulting in tonguing of bleached soil material into the illuviation horizon.
material entity;fissure water;Water which is partially contained within a fissure or a geological fracture.
material entity;andosol;Andosols are soils that develop in volcanic ejecta or glasses under almost any climate (except under hyperarid climate conditions). However, Andosols may also develop in other silicate-rich materials under acid weathering in humid and perhumid climates.
material entity;vegetated hill;A hill which has a surface that is partially or wholly covered by plant communities.
material entity;alisol;Alisols are soils that have a higher clay content in the subsoil than in the topsoil as a result of pedogenetic processes (especially clay migration) leading to an argic subsoil horizon. Alisols have a low base saturation at certain depths and high-activity clays throughout the argic horizon. They lack the albeluvic tonguing as in Albeluvisols. They occur predominantly in humid tropical, humid subtropical and warm temperate regions.
fiat object;continental subsurface zone;A region which overlaps parts of one or more planetary structural layers which are located below a continental landmass.
material entity;anthrosol;Anthrosols comprise soils that have been modified profoundly through human activities, such as addition of organic materials or household wastes, irrigation and cultivation.
material entity;lichen woodland;A woodland which has an understory partially covered by lichen mats and tundra-like vegetation.
material entity;polar tree-line ecotone;An ecotone which bridges a subpolar coniferous forest biome and a tundra biome.
object;primary microplastic particle;A microplastic particle which is the direct output of a manufacturing process.
object;microplastic particle;A piece of plastic which has a diameter less than five millimetres.
material entity;ecotone;An envirommental system which bridges two or more biomes and which includes ecological communities which blend these biomes' phylogenetic and phenotypic compositions.
object;secondary microplastic particle;A microplastic particle which is derived from the breakdown of larger plastic debris.
material entity;arenosol;Arenosols are sandy soils, including both soils developed in residual sands after in situ weathering of usually quartz-rich sediments or rock, and soils developed in recently deposited sands such as dunes in deserts and beach lands.
material entity;pond water;
material entity;borehole;A channel which is constructed by removing materials from land or submerged beds.
material entity;mesotrophic water;Water with a nutrient level intermediate between eutrophic and oligotrophic.
material entity;eutrophic water;Water with a high nutrient level.
material entity;oligotrophic water;Water which has very low concentrations of nutrients.
material entity;ecological corridor;An ecosystem which bridges two or more adjoining ecosystems and through which organisms may move or propagate.
material entity;food shop;A shop in which a business offers food products for sale or trade.
material entity;shop;A building in which a business presents a selection of goods and offers to trade or sell them to customers for money or other goods.
material entity;nursing home;A building in which nursing aides and skilled nurses provide care and treatment to residents who have significant difficulty coping with the required activities of daily living.
material entity;migration path;An ecological corridor through which organisms move during a migration process.
quality;concentration of carbon atom in water;The concentration of a carbon atom when measured in water.
material entity;hot tub;A manufactured product which may hold a volume of heated water suitable for one or more humans to bathe in, usually for the purposes of hydrotherapy or pleasure.
material entity;impromptu campground;A campground which has no pre-existing facilities installed or maintained by humans, usually found outside of anthropised ecosystems.
material entity;time crystal;An open system in non-equilibrium with its environment that exhibits time translation symmetry breaking.
material entity;restaurant;A building within which food and drink are prepared and served to customers in exchange for money or other goods and/or services.
material entity;residential building;A human house which serves as a long-term shelter for its inhabitants and within which they store personal property.
material entity;dedicated campground;A campground which has been modified by humans to provide and maintain facilities for camping such as fire pits, road access, latrines, and garbage bins.
material entity;campground;A part of an ecosystem which may be or has been used for one or more overnight stays by humans sheltering in tents, camper vans, caravans, or improvised shelters.
quality;concentration of carbon atom in environmental material;The concentration of a carbon atom when measured in environmental material.
quality;concentration of carbon atom in soil;The concentration of a carbon atom when measured in soil.
specifically dependent continuant;amount of carbon atom in soil;The amount of a carbon atom when measured in soil.
specifically dependent continuant;amount of carbon atom in water;The amount of a carbon atom when measured in water.
quality;solubility of carbon atom in water;The solubility of a carbon atom when measured in water.
material entity;geothermal power plant;A geothermal power plant is a power plant which uses heat generated by the decay of radioactive isotopes in the Earth's mantle and crust as well as primordial heat left over from the formation of the Earth to drive its generators.
specifically dependent continuant;amount of carbon atom in environmental material;The amount of a carbon atom when measured in environmental material.
material entity;power plant;A power plant is a building which contains one or more generators which convert mechanical energy into electrical energy through the relative motion between a magnetic field and a conductor. The energy source harnessed to turn the generator varies widely.
quality;solubility of carbon atom in environmental material;The solubility of a carbon atom when measured in environmental material.
material entity;anaerobic sludge blanket reactor;An anaerobic bioreactor which is capable of treating wastewater through the action of methanogenic microbes which form a blanket of sludge due to the upward flow in the reactor.
quality;solubility of carbon atom in soil;The solubility of a carbon atom when measured in soil.
process;human-directed construction process;An process during which natural or manufactured materials and products are processed and arranged by humans or their technology into structures.
material entity;dry river;A dry stream channel through which a river had flowed, but now contains no appreciable accumulations of water.
material entity;environmental system determined by a material;An environmental system within which an environmental material strongly influences the system's composition and properties.
material entity;environmental system determined by a quality;An environmental system which is determined by materials bearing roughly homogeneous qualities.
material entity;shower fixture;A plumbing fixture within which a human or other animal may bathe under a spray of water.
material entity;bathtub fixture;A plumbing fixture which may serve as a container for water in which humans or other animals may bathe.
process;planetary manufacturing process;A manufacturing process which occurs on a planet.
process;manufacturing process;A planned process during which raw or recycled materials are transformed into products for use or sale using labour and machines, tools, chemical and biological processing, or formulation.
material entity;rhizosphere environment;An environmental system determined by the presence of a plant rhizosphere.
material entity;fairground;A part of an ecosystem which has been allocated to host a gathering of people for multiple entertainment or commercial activities.
material entity;back-arc basin;A depression in the sea floor that results from the collision of continental plates. the weight of the sinking plate causes the overlying plate to stretch and thin, causing a basin in the overlying plate. Sometimes, the Earth's crust in these basins stretches so much it cracks, allowing magma through from the mantle beneath. Hence, basins often contain active volcanoes and hydrothermal vents.
material entity;grocery store;A food shop in which food products are the primary offer for sale or trade.
material entity;animal waste material;
material entity;market;A part of an ecosystem where people gather for the purchase and sale of provisions, livestock, and other goods.
material entity;technosol;Technosols are soils whose properties and pedogenesis are dominated by their technical origin. They contain a significant amount of artefacts (something in the soil recognizably made or extracted from the earth by humans), or are sealed by technic hard rock (material created by humans, having properties unlike natural rock). They include soils from wastes (landfills, sludge, cinders, mine spoils and ashes), pavements with their underlying unconsolidated materials, soils with geomembranes and constructed soils in human-made materials.
material entity;agricultural fairground;A fairground which is used to exhibit agricultural technology, livestock, and farm-related activity.
material entity;stagnosol;Stagnosols are soils with a perched water table showing redoximorphic features caused by surface water. Stagnosols are periodically wet and mottled in the topsoil and subsoil, with or without concretions and/or bleaching.
process;mass liquid flow;A process whereby a volume of liquid moves due to a disequilibrium of physical forces.
material entity;fluvisol;Fluvisols accommodate genetically young, azonal soils in alluvial deposits.
material entity;channel of an intermittent stream;A channel through which a directional flow of water periodically occurs, ceasing when bed seepage or evapotranspiration exceed the available water supply.
material entity;waste treatment plant;
material entity;technosphere;A part of an astronomical body which includes, as parts, all the entities which have been constructed or manufactured by humans or their technology and which are within the gravitational sphere of influence of that body.
material entity;nuclear power plant;A nuclear power plant is a power plant which uses heat generated by a radioactive decay in a nuclear reactor to convert water into steam in order to drive turbines in electrical generators through pressure.
process;water flow process;A material transport process during which a volume of liquid water is transported due to a disequilibria in physical forces.
material entity;chemocline;A cline across which the chemical composition of a fluid changes rapidly.
material entity;plumbing fixture;An exchangeable device which can be connected to a plumbing system to deliver and drain water.
material entity;ethnic food shop;A food shop in which the food products on offer are restricted to those produced in a region and cultural setting other than that of the shop's locality.
material entity;sink fixture;A plumbing fixture which is bowl-shaped and used for washing hands, dishwashing, and other purposes.
material entity;thermocline;A cline across which temperature changes rapidly.
material entity;sphagnum bog;A peatland dominated by species of the Bryophyte Sphagnum.
material entity;industrial waste material;Industrial wastes are liquid, solid and gaseous wastes originating from the manufacture of specific products.
material entity;food kiosk;A kiosk from which food products are sold.
material entity;chicken breeding waste material;
material entity;kiosk;A booth with an open window on one side.
material entity;pitfall trap;An animal trap which consists of a container set flush with the ground such that animals moving along the ground may fall in and be available for examination or collection.
material entity;waste material;A material which is not the desired output of a process and which is typically the input of a process which removes it from its producer (e.g. a disposal process).
material entity;animal trap;A manufactured product which is designed to catch and hold animals.
material entity;garden soil;A portion of soil which is found in a garden.
material entity;delicatessen;A food shop which sells a selection of food products that are not typical dietary components of the human population it is co-located with.
material entity;clay soil;Soil which is primarily composed of clay.
material entity;forest soil;A portion of soil which is found in a forested area.
material entity;take-out restaurant;A restaurant which provides prepared meals or other food products that the purchaser must eat off its premises.
material entity;dune soil;Soil which is part of some dune.
material entity;food truck;A truck which is equipped to cook and sell food.
material entity;wet pitfall trap;A pitfall trap in which the container used to hold trapped animals is filled with a liquid solution formulated to hold, kill, and preserve any animal or animals which falls within it.
material entity;dry pitfall trap;A pitfall trap in which a glass, plastic, or metal container devoid of accumulations of any liquid is used to contain any animal that falls inside.
material entity;channel of an intermittent river;A channel of an intermittent stream which contains a river when water supply exceeds evapotranspiration and bed seepage.
material entity;agricultural soil;Soil which is part of an ecosystem used for agricultural activities.
material entity;loam;A soil which is composed of approximately equal proportions of sand and silt, with a smaller proportion of clay.
material entity;podzol;Podzols are soils with a typically ash-grey upper subsurface horizon, bleached by loss of organic matter and iron oxides, on top of a dark accumulation horizon with brown, reddish or black illuviated humus and/or reddish Fe compounds. Podzols occur in humid areas in the boreal and temperate zones and locally also in the tropics.
material entity;strand crack;Fissure at the junction between an inland ice sheet, ice piedmont or ice rise and an ice shelf, the latter being subject to the rise and fall of the tide.
material entity;closed animal house;An animal house which has a complete building envelope.
process;water ice sublimation process;A sublimation process during which water ice transitions into a gaseous state.
material entity;day care building;A building which is used to care for a human child during the working day by a person, outside the child's immediate family, other than that child's legal guardians.
material entity;knackery;A facility in which non-human animals are slaughtered and processed, but not for human consumption.
material entity;mushroom environment;
material entity;fish processing building;A building in which fish are subject to a series of operations to prepare them for human consumption.
material entity;petting zoo;A petting zoo is a zoological garden which contains domesticated non-human animals and some wild non-human animals that are docile enough for humans to touch and feed.
material entity;animal cage;A manufactured cage which may be used to confine, contain, or protect an animal.
material entity;abattoir;A facility in which non-human animals are slaughtered and processed for human consumption.
material entity;plumbing drain;An artificial channel which transports unwanted water or waste liquids away from their source, either to a more useful area, a receptacle, or into sewers or stormwater mains as waste discharge to be released or processed.
quality;solubility of nitrogen atom in environmental material;The solubility of a nitrogen atom when measured in environmental material.
quality;solubility of nitrogen atom in soil;The solubility of a nitrogen atom when measured in soil.
quality;concentration of nitrogen atom in water;The concentration of a nitrogen atom when measured in water.
quality;concentration of chloride in water;The concentration of a chloride when measured in water.
quality;concentration of nitrogen atom in environmental material;The concentration of a nitrogen atom when measured in environmental material.
quality;concentration of nitrogen atom in soil;The concentration of a nitrogen atom when measured in soil.
specifically dependent continuant;amount of nitrogen atom in soil;The amount of a nitrogen atom when measured in soil.
specifically dependent continuant;amount of nitrogen atom in water;The amount of a nitrogen atom when measured in water.
quality;solubility of nitrogen atom in water;The solubility of a nitrogen atom when measured in water.
specifically dependent continuant;amount of nitrogen atom in environmental material;The amount of a nitrogen atom when measured in environmental material.
material entity;soil biocrust;A biocrust which is formed by photosynthetic microbial assemblages colonising the surface layer of a portion of arid soil. Through their successional dynamics, these communities reduce the soil surface's albedo, impart it with stability against erosion, modify its hydrology, and promote its fertility.
process;rubbish landslide;A mass wasting process during which refuse from human activities, usually accumulated at a dumping site, falls down a slope under the force of gravity.
process;ice loss process;A material decumulation process during which the mass of an existing ice mass decreases in size.
material entity;open animal house;An animal house which is only partially surrounded by a building envelope.
process;ice calving process;A process during which a part of an ice mass breaks away from the main mass.
object;cloud condensation nucleus;A solid or liquid particle, usually 0.2 micrometers in diameter, on which water vapour condenses, seeding cloud formation.
material entity;automated teller machine;An electronic telecommunications device that enables the customers of a financial institution to perform financial transactions, particularly cash withdrawal, without the need for a human cashier, clerk or bank teller.
fiat object;ice ablation zone;An environmental zone which overlaps a glacier or an ice sheet, and in which ice loss exceeds ice gain.
process;nucleation of cloud condensation;A process during which a solid particle or liquid droplet catalyses the condensation of water vapour in an atmosphere.
quality;concentration of clay in soil;The concentration of a clay when measured in soil.
process;glacial ice ablation process;An ice loss process which occurs in the low-altitude area of a glacier or ice sheet below the firn layer.
specifically dependent continuant;rate of hydrological evaporation in soil;The rate of a hydrological evaporation when measured in soil.
quality;concentration of salt in soil;The concentration of a salt when measured in soil.
process;evaporation of liquid water in soil;The evaporation of a liquid water when measured in soil.
quality;concentration of gravel in soil;The concentration of a gravel when measured in soil.
quality;concentration of liquid water in soil;The concentration of a liquid water when measured in soil.
quality;concentration of slit in soil;The concentration of a slit when measured in soil.
quality;concentration of sand in soil;The concentration of a sand when measured in soil.
material entity;shrimp pond;A lentic water body which is used for the artificial culture of shrimp.
process;ground blizzard;A ground blizzard is a storm during which snow which has settled on a planetary surface is resuspended in and transported through its atmosphere by strong winds, sustained for several hours.
fiat object;feasting pit site;An archeological site which contains holes humans had dug in the ground, or their remnants, for the purpose of storing and distributing food, drink, and both functional or ritualistic implements during communal eating and drinking.
process;aquaculture process;A process during which humans rear animals or plants in bodies of water for harvest and consumption.
process;lightning strike;A lightning process during which electrostatic discharge occurs between a cloud and an object on a planetary surface, or a planetary surface itself.
process;intracloud lightning;A lightning process during which electrostatic discharge occurs within a single cloud.
process;blizzard;A blizzard is a severe snowstorm during which snowfall is transported by strong winds, sustained for several hours.
process;lightning flash;A lightning process during which electrostatic discharge occurs within a single cloud or between multiple clouds.
quality;concentration of soil organic matter in soil;The concentration of a soil organic matter when measured in soil.
quality;concentration of pesticide in surface water;The concentration of a pesticide when measured in surface water.
material entity;biocrust;A surface layer of a solid environmental material which is formed by the presence and activity of photosynthetic microbial assemblages colonising it.
material entity;geothermally heated river;A river which is heated by geothermal processes such as heat exchange with lava or hydrothermal percolation.
object;ice piedmont;A glacier covering a coastal strip of low-lying land backed by mountains, and sloping gently seaward over a distance up to 30km or more to terminate in ice cliffs or to merge with an ice shelf.
object;mycetome;A specialized organ that is linked to the gut in beetles and host to a symbiotic yeast. The yeast cells assist in the digestion of less nutritious foods, supply needed B-vitamins and sterols, and provide resistance to certain toxins.
process;thermokarst formation process;A process by which landforms are formed from the thawing of ice-rich permafrost or the melting of massive ground ice.
object;determinate root nodule;Determinate nodules are root nodules found on tropical (sub)legumes, such as those of the genera Glycine (soybean), Phaseolus (common bean), Lotus, and Vigna. Determinate nodules lose meristematic activity shortly after initiation, thus growth is due to cell expansion resulting in mature nodules which are spherical in shape.
material entity;carbonate system of ocean water;A system which is composed of carbon-based chemical entities dissolved in or otherwise part of an ocean or sea and the atmosphere adjacent to it, undergoing constant exchange through biogeochemical cycling.
object;indeterminate root nodule;Indeterminate nodules are found on temperate legumes like Pisum (pea), Medicago (alfalfa), Trifolium (clover), and Vicia (vetch). They earned the moniker "indeterminate" because they maintain an active apical meristem that produces new cells for growth over the life of the nodule. Because they are actively growing, indeterminate nodules manifest zones which demarcate different stages of development/symbiosis.
object;indeterminate root nodule active meristem;A part of an indeterminate root nodule where new nodule tissue is formed which will later differentiate into the other zones of the nodule.
process;active agri-ecosystem management process;An active ecosystem management process which targets an agricultural ecosystem.
material entity;marine terrace;A terrace which is located in a marine water body.
process;solid-phase sintering;A compaction process during which a material entity subjected to heat and/or pressure is compacted into a solid mass without undergoing melting.
material entity;wadi mouth;The lower terminus of a wadi where it widens into an adjoining floodplain, depression, or water body.
process;aeolian transport of snow;An aeolian transport process during which powdery snow is displaced and moved.
material entity;terrace;A step-like feature between higher and lower ground: a relatively flat or gently inclined shelf of earth, backed and fronted by steep slopes or manmade detaining walls.
process;glacial sintering;A sintering process during which snow is compacted into glacial ice.
material entity;underground irrigation canal;A gently inclined underground tunnel bringing water for irrigation from an aquifer.
process;slab avalanche;A mass wasting process during which slab snow rapidly moves down a sloping surface.
material entity;intermittently filled reservoir;A reservoir that is not permanently filled with water, at times being dry.
process;snow drift formation;An accumulation process during which a powdery snow carried on the wind settles on a solid surface, forming a mound.
material entity;container of an intermittent oxbow lake;A depression which is continous with one or more abandoned meander loops of a river channel.
material entity;anoxic water;Water which lacks dissolved oxygen.
process;wet snow avalanche;An avalanche during which a suspension of water and snow flows down a sloping surface.
material entity;container of an intermittent pond;A container of an intermittent water body which, when filled with water, has a well-illuminated surface layer, is subject to complete mixing of the water it holds, and is smaller than the container of a lake.
material entity;forest biome;A forest ecosystem which is undergoing climactic ecological succession.
process;powdery snow avalanche;An avalanche during which powdery snow rapidly flows down a sloping surface.
material entity;submerged bed;The portion of the ground surface which lies below water.
material entity;woodland biome;A woodland biome is a terrestrial biome which includes, across its entire spatial extent, woody plants spaced sufficiently far apart to allow light penetration to support communities of herbaceous plants or shrubs living closer to the woodland floor.
material entity;container of an intermittent saline lake;A depression that is periodically filled with saline water, forming a saline lake.
material entity;shrubland biome;A shrubland biome is a terrestrial biome which includes, across its entire spatial extent, dense groups of shrubs.
material entity;slab snow;Snow which is cohesive, hard and overlies weaker snow.
material entity;beaver dam;An obstruction in a stream constructed by a beaver.
object;indeterminate root nodule infection zone;A part of an indeterminate root nodule permeated with infection threads full of bacteria. The plant cells are larger than in the previous zone and cell division is halted.
object;indeterminate root nodule nitrogen fixation zone;A part of an indeterminate root nodule where each cell contains a large, central vacuole and the cytoplasm is filled with fully differentiated bacteroids which are actively fixing nitrogen. Typically, the plant provides these cells with leghemoglobin, resulting in a distinct pink color.
object;indeterminate root nodule senescent zone;A part of an indeterminate root nodule where plant cells and their bacteroid contents are being degraded. The breakdown of the heme component of leghemoglobin results in a visible greening at the base of the nodule.
material entity;organic material;Environmental material derived from living organisms and composed primarily of one or more biomacromolecules.
material entity;waterspout;A tornado which connects a cumulus or cumulonimbus cloud to a body of water, often transporting water from that water body along the spiraling winds constituting its vortex.
material entity;biofilm material;Material derived from a biofilm, an aggregate of microorganisms in which cells adhere to each other and/or to a surface. These adherent cells are frequently embedded within a self-produced matrix of extracellular polymeric substance (EPS). Biofilm EPS, which is also referred to as slime, is a polymeric conglomeration generally composed of extracellular DNA, proteins, and polysaccharides in various configurations.
material entity;landspout;A tornado which a) is not associated with a mesocyclone and is thus relatively weak and short-lived, b) is centred on a small, smooth condensation funnel which often does not reach the planetary surface, and c) forms a distinctively laminar cloud of dust when it makes contact with the land.
material entity;microbial mat material;Material derived from a microbial mat, a multi-layered sheet of micro-organisms, mainly bacteria and archaea. Microbial mats create a wide range of internal chemical environments.
material entity;spur;A slope of land descending laterally from a hill, mountain or main crest of a ridge.
material entity;marine snow;Marine snow is a continuous shower of mostly organic detritus falling from the upper layers of the water column. Its origin lies in activities within the productive photic zone.
material entity;aircraft;A vehicle which is able to travel through air in an atmosphere.
object;organ;A collection of tissues joined in structural unit to serve a common function.
object;moonmoon;
object;photophore;A photophore is a light-emitting organ which appears as luminous spots on various marine animals, including fish and cephalopods. The organ can be simple, or as complex as the human eye. equipped with lenses, shutters, color filters and reflectors. The light can be produced from compounds during the digestion of prey, from specialized mitochondrial cells in the organism, called photocytes ("light producing" cells) , or, similarly, associated with symbiotic bacteria in the organism.
process;satellite imaging of a planet;A remote sensing process during which image data about a planet is generated by sensors mounted on a satellite.
object;root nodule;Root nodules occur on the roots of plants that associate with symbiotic nitrogen-fixing bacteria.
role;inorganic macronutrient dissolved in ocean water;A macronutrient role which inheres in nitrate, nitrogen dioxide, ammonium, silicon, or phosphate dissolved in ocean water.
object;trophosome;A specialised organ found in deep-sea tube worms populating hydrothermal vent environments that is colonised by chemosynthetic bacteria which supply the host worm with organic compounds. The term may be applied to similar organs in other worms.
material entity;dioxygen dissolved in marine water;Dioxygen which is the solute in a solution with ocean water as its solvent.
material entity;intrusion;A mass of environmental material which has been formed as the result of its transport into an existing mass of another material.
material entity;marine pockmark;Pockmarks are craters in the seabed resulting from the release of gas or liquid. Generally, they are formed in soft, fine-grained seabed sediments by the escape of fluids (gas or water, but mainly methane) into the water column.
process;satellite imaging;A remote sensing process during which image data about an astronomical body or object is generated by sensors mounted on a satellite.
material entity;marine sponge reef;A marine sponge reef is marine reefs primarily built by marine sponges. The primary frame-building sponges are all members of the order Hexactinosa. They are found only in glacier-scoured troughs of low-angle continental shelf. The seafloor is stable and consists of rock, coarse gravel, and large boulders.
material entity;flattened elevation;An elevation which is flattened across its highest surface.
material entity;marine coral reef buttress zone;
material entity;marine coral reef deep fore reef;
material entity;fluid astronomical body part;A part of an astronomical body which is primarily composed of fluid.
material entity;marine coral reef flat zone;
material entity;body of liquid;A liquid astronomical body part which is continuous and is delimited by physical discontinuities or non-liquid boundaries.
material entity;marine coral reef back reef;
material entity;omics observatory system;An observatory system which includes components used to generate (meta)genomic, (meta)transcriptomic, (meta)proteomic, metabolomic, and other omic data, information, and knowledge.
material entity;marine coral reef crest;
material entity;gaseous astronomical body part;A part of an astronomical body which is primarily composed of gaseous material.
material entity;marine coral reef fore reef;
material entity;liquid astronomical body part;A part of an astronomical body which is primarily composed of liquid material.
process;monsoon wind;An atmospheric wind during which air masses over an ocean flow towards a land mass, driven by disequilibria between land and ocean surface temperatures.
process;erosion through nivation;An erosion process during which rock or soil is removed or degraded due to alternative thawing and freezing of meltwater beneath and at the margins of snowbanks.
material entity;subglacial lake;A lake which is situated beneath a glacier.
quality;concentration of nitrate and nitrite in liquid water;The concentration of nitrate and nitrite when measured in liquid water.
process;planned burn;A fire which is planned and executed deliberately under human supervision.
process;acid rainfall;A water-based rainfall process during which water droplets with increased acidity fall towards a planetary surface.
material entity;manganese-reducing sediment;Sediment hosting and characterised by active manganese reducing microbial communities.
material entity;surface of an astronomical body;A surface layer where the solid or liquid material of an astronomical body comes into contact with an atmosphere or outer space.
one-dimensional temporal region;monsoon season;A season during which changes in atmospheric circulation associated with the asymmetric heating of land and sea cause moisture to be brought inland by monsoon winds, leading to increased rainfall as moisture-laden air rises and cools over land.
material entity;iron-reducing sediment;Sediment hosting and characterised by active iron reducing microbial communities.
material entity;tornado;A tornado is an aeroform consisting of at least one rapidly rotating column of air that is in contact with both the surface of an astronomical body and pendant from within or beneath a cumulonimbus or cumulus cloud.
object aggregate;acidic water-based rain;Water-based rain which has increased acidity.
material entity;sulphate-reducing sediment;Sediment hosting and characterised by active sulphate reducing microbial communities.
material entity;multiple vortex tornado;A tornado which comprises two or more columns of spinning air rotating about their own axis and at the same time around a common center.
material entity;carbon dioxide-reducing sediment;Sediment hosting and characterised by active carbon dioxide reducing microbial communities.
material entity;fire whirl;A fire whirl is a whirlwind induced by the contraction and rotation of intense, rising heat and turbulent, eddying air masses resulting from a large fire and made up of a core of burning matter surrounded by a rotating pocket of air.
material entity;public prison;A prison facility which is owned and operated by a state.
material entity;marine subtidal rocky reef;A rocky reef which is located in the subtidal zone of a marine water body.
material entity;domestic building;A building which is primarily used for the long-term habitation of humans.
object;organic matter fall;An accumulation of organic matter that has fallen to the bottom of a body of water.
material entity;observing system;A system of constructed and manufactured products which are used by humans to produce data, information, or knowledge about material, immaterial, or processual entities.
object;plant matter fall;A accumulation of plant matter that has fallen to the bottom of a body of water.
material entity;intertidal ecosystem;An ecosystem which overlaps those areas of the foreshore and seabed that are exposed to the air at low tide and submerged at high tide.
object;animal carcass fall;The carcass of an animal that has fallen to the bottom of a body of water.
