class;term;comment
material entity;ICEKpnAR438-1 IEM for integration;The set of gene and non-gene sequence responsible for the DNA integration process in the integration and excision module of ICE ICEKpnAR438-1
material entity;ICEKpnAR438-1 IEM for excision;The set of gene and non-gene sequence responsible for the DNA excision process in the integration and excision module of ICE ICEKpnAR438-1
material entity;ICEKpnCCRI-22199-1 CM;the conjugation module of ICE ICEKpnCCRI-22199-1
material entity;ICEKpnCCRI-22199-1 IEM;the integration and excision module of ICE ICEKpnCCRI-22199-1
material entity;ICEKpnCCRI-22199-1 AM;the accessory module of ICE ICEKpnCCRI-22199-1
material entity;ICEKpnCCRI-22199-1 RM;the regulation module of ICE ICEKpnCCRI-22199-1
material entity;ICEKpnTVGHCRE225-1 AM;the accessory module of ICE ICEKpnTVGHCRE225-1
material entity;ICEKpnTVGHCRE225-1 CM;the conjugation module of ICE ICEKpnTVGHCRE225-1
material entity;ICEKpnTVGHCRE225-1 RM;the regulation module of ICE ICEKpnTVGHCRE225-1
material entity;ICEKpnTVGHCRE225-1 IEM;the integration and excision module of ICE ICEKpnTVGHCRE225-1
material entity;ICEKpnKpvST147B SE1 1 NDM-1 IEM for integration;The set of gene and non-gene sequence responsible for the DNA integration process in the integration and excision module of ICE ICEKpnKpvST147B SE1 1 NDM-1
material entity;ICEKpnKpvST147B SE1 1 NDM-1 IEM for excision;The set of gene and non-gene sequence responsible for the DNA excision process in the integration and excision module of ICE ICEKpnKpvST147B SE1 1 NDM-1
material entity;pCM32 IEM;the integration and excision module of ICE pCM32.
material entity;pCM32 AM;the accessory module of ICE pCM32.
material entity;ICEKpnST23-1;
material entity;ICEKpnKPNIH45-1;
material entity;pCM32 CM;the conjugation module of ICE pCM32.
material entity;ICEKpnABFPV-1;
material entity;ICEKpnKUH-KPNHVF1-2 IEM for excision;The set of gene and non-gene sequence responsible for the DNA excision process in the integration and excision module of ICE ICEKpnKUH-KPNHVF1-2
material entity;pCM32 RM;the regulation module of ICE pCM32.
material entity;ICEKpnWCHKP020037-1;
material entity;ICEKpnKUH-KPNHVF1-2 IEM for integration;The set of gene and non-gene sequence responsible for the DNA integration process in the integration and excision module of ICE ICEKpnKUH-KPNHVF1-2
material entity;ICEKpnWCHKP115068-1;
material entity;ICEKpnWCHKP2080-1;
material entity;ICEKpnBP327-1;
material entity;ICEKpnBA28434-1;
material entity;ICEKpnVBA2172-1;
material entity;ICEKpnWCHKP020098-1;
material entity;ICEEniSpa1 IEM;the integration and excision module of ICE ICEEniSpa1.
material entity;ICEEniSpa1 CM;the conjugation module of ICE ICEEniSpa1.
material entity;ICEEniSpa1 RM;the regulation module of ICE ICEEniSpa1.
material entity;ICEEniSpa1 AM;the accessory module of ICE ICEEniSpa1.
material entity;ICEKpnFDAARGOS 447-1 IEM for integration;The set of gene and non-gene sequence responsible for the DNA integration process in the integration and excision module of ICE ICEKpnFDAARGOS 447-1
material entity;ICEKpnFDAARGOS 447-1 IEM for excision;The set of gene and non-gene sequence responsible for the DNA excision process in the integration and excision module of ICE ICEKpnFDAARGOS 447-1
material entity;ICEKpnWCHKP015093-1;
material entity;ICEKpnKPNIH24-1 IEM for integration;The set of gene and non-gene sequence responsible for the DNA integration process in the integration and excision module of ICE ICEKpnKPNIH24-1
material entity;ICEKpnBA1559-1;
material entity;ICEKpnCCRI-22199-1;
material entity;ICEKpnAP8555-1;
material entity;ICEKpnBA33875-1;
material entity;ICEKpn18CPO060-1;
material entity;ICEKpnNB5306-1;
material entity;ICEKpnC1398-1;
material entity;ICEKpnKPNIH24-1 IEM for excision;The set of gene and non-gene sequence responsible for the DNA excision process in the integration and excision module of ICE ICEKpnKPNIH24-1
material entity;ICEKpnC789-1;
material entity;ICEKpnNH34-1;
material entity;ICE-GI1 RM;the regulation module of ICE ICE-GI1.
material entity;ICEPspSpa1 IEM;the integration and excision module of ICE ICEPspSpa1.
material entity;ICE-GI1 AM;the accessory module of ICE ICE-GI1.
material entity;ICEPspSpa1 CM;the conjugation module of ICE ICEPspSpa1.
material entity;ICE-GI1 IEM;the integration and excision module of ICE ICE-GI1.
material entity;ICEPspSpa1 RM;the regulation module of ICE ICEPspSpa1.
material entity;ICE-GI1 CM;the conjugation module of ICE ICE-GI1.
material entity;ICEPspSpa1 AM;the accessory module of ICE ICEPspSpa1.
material entity;ICEKpnJM45-1 CM;the conjugation module of ICE ICEKpnJM45-1
material entity;ICEKpnCAV1453-1 CM;the conjugation module of ICE ICEKpnCAV1453-1
material entity;ICEKpnJM45-1 IEM;the integration and excision module of ICE ICEKpnJM45-1
material entity;ICEKpnCAV1453-1 RM;the regulation module of ICE ICEKpnCAV1453-1
material entity;ICEKpnCAV1453-1 IEM;the integration and excision module of ICE ICEKpnCAV1453-1
material entity;ICEKpnCAV1453-1 AM;the accessory module of ICE ICEKpnCAV1453-1
material entity;ICEKpnKSH203-1;
material entity;ICEKpnKP18-29-1;
material entity;ICEKpnBJCFK909-1;
material entity;ICEKpnR210-2-1;
material entity;ICEKpnJM45-1 AM;the accessory module of ICE ICEKpnJM45-1
material entity;ICEKpnKP17-16-1;
material entity;ICEKpnJM45-1 RM;the regulation module of ICE ICEKpnJM45-1
material entity;ICEKpnKP17-15-1;
material entity;ICEKpnKP NORM BLD 2015 112126-1;
material entity;ICEKpnKP NORM BLD 2014 104014-1;
material entity;ICEKpnCRK0298-1;
material entity;ICEKpnL482-1;
material entity;ICEKpnKSB1 5D-1 IEM for excision;The set of gene and non-gene sequence responsible for the DNA excision process in the integration and excision module of ICE ICEKpnKSB1 5D-1
material entity;ICEKpnKSB1 5D-1 IEM for integration;The set of gene and non-gene sequence responsible for the DNA integration process in the integration and excision module of ICE ICEKpnKSB1 5D-1
material entity;ICEA(5632)-I RM;the regulation module of ICE ICEA(5632)-I.
material entity;ICEA(5632)-I AM;the accessory module of ICE ICEA(5632)-I.
material entity;ICEA(5632)-I IEM;the integration and excision module of ICE ICEA(5632)-I.
material entity;ICEA(5632)-I CM;the conjugation module of ICE ICEA(5632)-I.
material entity;ICEKpnHS11286-2 IEM for integration;The set of gene and non-gene sequence responsible for the DNA integration process in the integration and excision module of ICE ICEKpnHS11286-2
material entity;ICEKpnL491-1 AM;the accessory module of ICE ICEKpnL491-1
material entity;ICEKpnHS11286-2 IEM for excision;The set of gene and non-gene sequence responsible for the DNA excision process in the integration and excision module of ICE ICEKpnHS11286-2
material entity;ICEKpnL491-1 RM;the regulation module of ICE ICEKpnL491-1
material entity;ICEKpnL491-1 CM;the conjugation module of ICE ICEKpnL491-1
material entity;ICEKpnL491-1 IEM;the integration and excision module of ICE ICEKpnL491-1
material entity;ICEKpnL39 2-1;
material entity;ICEKpnFDAARGOS 531-1;
material entity;ICEKpnFDAARGOS 566-1;
material entity;ICEKpn4743-1;
material entity;ICEKpnWCHKP115069-1;
material entity;ICEKpnWCHKP015625-1;
material entity;ICEKpn675920-1;
material entity;ICEKpnINF237-1;
material entity;ICEKpnXJ-K2-1;
material entity;ICEKpnAR 0075-1;
material entity;ICEKpn158590-1 AM;the accessory module of ICE ICEKpn158590-1
material entity;ICEKpnWCHKP020098-1 IEM for excision;The set of gene and non-gene sequence responsible for the DNA excision process in the integration and excision module of ICE ICEKpnWCHKP020098-1
material entity;ICEKpnBWHC1-1 AM;the accessory module of ICE ICEKpnBWHC1-1
material entity;ICEKpnBWHC1-1 RM;the regulation module of ICE ICEKpnBWHC1-1
material entity;ICEKpnBWHC1-1 CM;the conjugation module of ICE ICEKpnBWHC1-1
material entity;ICEKpnBWHC1-1 IEM;the integration and excision module of ICE ICEKpnBWHC1-1
material entity;ICEKpn12208-1;
material entity;ICEKpnAR 0135-1;
material entity;Tn2010 AM;the accessory module of ICE Tn2010.
material entity;ICEKpnAR 0160-1;
material entity;ICEVchInd4 AM;the accessory module of ICE ICEVchInd4.
material entity;ICEKpnAR 0076-1;
material entity;ICEKpnXJ-K1-1;
material entity;ICEVchInd4 CM;the conjugation module of ICE ICEVchInd4.
material entity;Tn2010 IEM;the integration and excision module of ICE Tn2010.
material entity;Bacteroides fragilis LV23;
material entity;ICEKpnINF125-1;
material entity;ICEVchInd4 RM;the regulation module of ICE ICEVchInd4.
material entity;ICEKpnWCHKP3-1;
material entity;Tn2010 RM;the regulation module of ICE Tn2010.
object;BAH64235.1;
material entity;ICEKpn2-1-1;
material entity;ICEVchInd4 IEM;the integration and excision module of ICE ICEVchInd4.
material entity;Tn2010 CM;the conjugation module of ICE Tn2010.
object;BAH64236.1;
material entity;ICEKpnKpvST101 OXA-48-1;
object;BAH64233.1;
material entity;ICEKpnAR 362-1;
object;BAH64234.1;
material entity;ICEKpnSC-7-1;
object;BAH64231.1;
material entity;ICESau7711730 AM;the accessory module of ICE ICESau7711730.
object;BAH64232.1;
object;BAH64229.1;
material entity;ICESau7711730 CM;the conjugation module of ICE ICESau7711730.
material entity;ICEKpn158590-1 IEM;the integration and excision module of ICE ICEKpn158590-1
object;BAH64230.1;
material entity;ICESau7711730 RM;the regulation module of ICE ICESau7711730.
material entity;ICEKpnWCHKP020098-1 IEM for integration;The set of gene and non-gene sequence responsible for the DNA integration process in the integration and excision module of ICE ICEKpnWCHKP020098-1
material entity;ICEKpn158590-1 RM;the regulation module of ICE ICEKpn158590-1
object;BAH64228.1(ArdC);
material entity;ICESau7711730 IEM;the integration and excision module of ICE ICESau7711730.
material entity;ICEKpn158590-1 CM;the conjugation module of ICE ICEKpn158590-1
material entity;ICEKpnFDAARGOS 629-1 AM;the accessory module of ICE ICEKpnFDAARGOS 629-1
material entity;ICEKpnFDAARGOS 629-1 RM;the regulation module of ICE ICEKpnFDAARGOS 629-1
material entity;ICEKpnFDAARGOS 629-1 CM;the conjugation module of ICE ICEKpnFDAARGOS 629-1
material entity;ICEKpnAR 0126-1 RM;the regulation module of ICE ICEKpnAR 0126-1
material entity;ICEKpnFDAARGOS 629-1 IEM;the integration and excision module of ICE ICEKpnFDAARGOS 629-1
material entity;ICEKpnAR 0126-1 CM;the conjugation module of ICE ICEKpnAR 0126-1
material entity;ICEKpnAR 0126-1 AM;the accessory module of ICE ICEKpnAR 0126-1
material entity;ICEKpnWCHKP015093-1 IEM for integration;The set of gene and non-gene sequence responsible for the DNA integration process in the integration and excision module of ICE ICEKpnWCHKP015093-1
material entity;ICEKpnINF164-1 IEM for integration;The set of gene and non-gene sequence responsible for the DNA integration process in the integration and excision module of ICE ICEKpnINF164-1
material entity;ICEKpnAR 0079-1;
material entity;ICEKpnWCHKP015093-1 IEM for excision;The set of gene and non-gene sequence responsible for the DNA excision process in the integration and excision module of ICE ICEKpnWCHKP015093-1
material entity;ICEKpnINF164-1 IEM for excision;The set of gene and non-gene sequence responsible for the DNA excision process in the integration and excision module of ICE ICEKpnINF164-1
material entity;ICEKpnAR 0153-1;
material entity;ICEKpnAR 0087-1;
material entity;ICEKpn160111-1;
material entity;ICEKpnDA33140-1;
material entity;ICEKpnSCKP040074-1;
object;BAH64226.1(MobB);
material entity;ICEKpnSCKP020079-1;
material entity;ICEKpnL39 2-1 IEM;the integration and excision module of ICE ICEKpnL39 2-1
object;BAH64227.1(MobC);
material entity;ICEKpnL491-1;
material entity;ICEKpnL39 2-1 CM;the conjugation module of ICE ICEKpnL39 2-1
object;BAH64224.1;
material entity;ICEKpnL388-1;
material entity;ICEKpnL39 2-1 RM;the regulation module of ICE ICEKpnL39 2-1
object;BAH64225.1;
material entity;ICEKpnAR438-1;
material entity;ICEKpnL39 2-1 AM;the accessory module of ICE ICEKpnL39 2-1
object;BAH64222.1;
material entity;ICEKpnAR 0079-2;
object;BAH64223.1;
object;BAH64220.1(VirB10);
material entity;ICEKpnAR 0126-1 IEM;the integration and excision module of ICE ICEKpnAR 0126-1
object;BAH64221.1(VirB11);
object;BAH64218.1(VirB8);
object;BAH64219.1(VirB9);
material entity;ICEPmiCHN1586 RM;the regulation module of ICE ICEPmiCHN1586.
material entity;ICEPmiCHN1586 AM;the accessory module of ICE ICEPmiCHN1586.
material entity;ICEPmiCHN1586 IEM;the integration and excision module of ICE ICEPmiCHN1586.
material entity;ICEKpnCAV1392-2 IEM for integration;The set of gene and non-gene sequence responsible for the DNA integration process in the integration and excision module of ICE ICEKpnCAV1392-2
material entity;ICEPmiCHN1586 CM;the conjugation module of ICE ICEPmiCHN1586.
material entity;ICEKpnCAV1392-2 IEM for excision;The set of gene and non-gene sequence responsible for the DNA excision process in the integration and excision module of ICE ICEKpnCAV1392-2
material entity;ICEKpnXJ-K1-1 IEM;the integration and excision module of ICE ICEKpnXJ-K1-1
material entity;ICEKpnXJ-K1-1 CM;the conjugation module of ICE ICEKpnXJ-K1-1
material entity;ICEKpnKp589-2;
material entity;ICEKpnKp589-1;
object;BAH64217.1(VirB6);
material entity;ICEKpnWCHKP7E2-2;
material entity;ICEKpnWCHKP7E2-1;
object;BAH64215.1(VirB5);
material entity;ICEKpnWCHKP040035-1;
material entity;ICEKpnXJ-K1-1 RM;the regulation module of ICE ICEKpnXJ-K1-1
object;BAH64216.1;
material entity;ICEKpnWCHKP020030-1;
material entity;ICEKpnXJ-K1-1 AM;the accessory module of ICE ICEKpnXJ-K1-1
object;BAH64213.1(VirB2);
material entity;ICEKpnSCKP020046-1;
object;BAH64214.1(VirB3-4);
material entity;ICEKpnSCM96-1;
object;BAH64211.1;
object;BAH64212.1(VirB1);
object;BAH64209.1;
object;BAH64210.1;
object;BAH64208.1;
material entity;ICEKpnBJCFK909-1 IEM for excision;The set of gene and non-gene sequence responsible for the DNA excision process in the integration and excision module of ICE ICEKpnBJCFK909-1
material entity;ICEKpnBJCFK909-1 IEM for integration;The set of gene and non-gene sequence responsible for the DNA integration process in the integration and excision module of ICE ICEKpnBJCFK909-1
material entity;ICEVchMoz9 AM;the accessory module of ICE ICEVchMoz9.
material entity;ICEVchMoz9 RM;the regulation module of ICE ICEVchMoz9.
material entity;ICEVchMoz9 CM;the conjugation module of ICE ICEVchMoz9.
material entity;ICEVchMoz9 IEM;the integration and excision module of ICE ICEVchMoz9.
material entity;ICEKpnCAV1042-1 IEM;the integration and excision module of ICE ICEKpnCAV1042-1
material entity;ICEKpnCAV1042-1 AM;the accessory module of ICE ICEKpnCAV1042-1
material entity;ICEKpnCAV1042-1 CM;the conjugation module of ICE ICEKpnCAV1042-1
material entity;ICEKpnCAV1042-1 RM;the regulation module of ICE ICEKpnCAV1042-1
object;BAH64206.1(RmpA);
material entity;ICESau5331 IEM;the integration and excision module of ICE ICESau5331.
object;BAH64207.1;
object;BAH64204.1;
object;BAH64205.1;
object;BAH64202.1(IroD);
object;BAH64203.1(PagO);
object;BAH64200.1(IroB);
object;BAH64201.1(IroC);
object;BAH64198.1;
material entity;ICEKpnKP7-1 IEM for integration;The set of gene and non-gene sequence responsible for the DNA integration process in the integration and excision module of ICE ICEKpnKP7-1
object;BAH64199.1(IroN);
material entity;ICESau5331 RM;the regulation module of ICE ICESau5331.
material entity;ICESau5331 CM;the conjugation module of ICE ICESau5331.
material entity;ICEKpnKP7-1 IEM for excision;The set of gene and non-gene sequence responsible for the DNA excision process in the integration and excision module of ICE ICEKpnKP7-1
material entity;ICESau5331 AM;the accessory module of ICE ICESau5331.
material entity;ICEKpnFDAARGOS 443-1 IEM for integration;The set of gene and non-gene sequence responsible for the DNA integration process in the integration and excision module of ICE ICEKpnFDAARGOS 443-1
material entity;ICEKpnFDAARGOS 443-1 IEM for excision;The set of gene and non-gene sequence responsible for the DNA excision process in the integration and excision module of ICE ICEKpnFDAARGOS 443-1
material entity;ICEKpnCRK0298-1 IEM for excision;The set of gene and non-gene sequence responsible for the DNA excision process in the integration and excision module of ICE ICEKpnCRK0298-1
material entity;ICEKpnCRK0298-1 IEM for integration;The set of gene and non-gene sequence responsible for the DNA integration process in the integration and excision module of ICE ICEKpnCRK0298-1
material entity;ICESe2 AM;the accessory module of ICE ICESe2.
material entity;ICEVchInd3 IEM;the integration and excision module of ICE ICEVchInd3.
material entity;ICESe2 RM;the regulation module of ICE ICESe2.
material entity;ICEVchInd3 CM;the conjugation module of ICE ICEVchInd3.
material entity;ICESe2 CM;the conjugation module of ICE ICESe2.
material entity;ICEVchInd3 RM;the regulation module of ICE ICEVchInd3.
material entity;ICESe2 IEM;the integration and excision module of ICE ICESe2.
material entity;ICEVchInd3 AM;the accessory module of ICE ICEVchInd3.
material entity;ICEKpnWCHKP649-1 AM;the accessory module of ICE ICEKpnWCHKP649-1
material entity;ICEKpnAR 0148-1 IEM for excision;The set of gene and non-gene sequence responsible for the DNA excision process in the integration and excision module of ICE ICEKpnAR 0148-1
material entity;ICEKpnWCHKP649-1 IEM;the integration and excision module of ICE ICEKpnWCHKP649-1
material entity;ICEKpnAR 0148-1 IEM for integration;The set of gene and non-gene sequence responsible for the DNA integration process in the integration and excision module of ICE ICEKpnAR 0148-1
material entity;ICEKpnWCHKP649-1 CM;the conjugation module of ICE ICEKpnWCHKP649-1
material entity;ICEKpnWCHKP649-1 RM;the regulation module of ICE ICEKpnWCHKP649-1
material entity;Tn5382(5-F9) IEM;the integration and excision module of ICE Tn5382(5-F9).
material entity;ICEKpnKPNIH36-1 CM;the conjugation module of ICE ICEKpnKPNIH36-1
material entity;ICEKpnKPNIH36-1 IEM;the integration and excision module of ICE ICEKpnKPNIH36-1
material entity;ICEKpnKPNIH36-1 AM;the accessory module of ICE ICEKpnKPNIH36-1
material entity;ICEKpnKPNIH36-1 RM;the regulation module of ICE ICEKpnKPNIH36-1
material entity;Tn5382(5-F9) AM;the accessory module of ICE Tn5382(5-F9).
material entity;ICEKpnINF042-1 IEM for excision;The set of gene and non-gene sequence responsible for the DNA excision process in the integration and excision module of ICE ICEKpnINF042-1
material entity;Tn5382(5-F9) RM;the regulation module of ICE Tn5382(5-F9).
material entity;ICEKpnINF042-1 IEM for integration;The set of gene and non-gene sequence responsible for the DNA integration process in the integration and excision module of ICE ICEKpnINF042-1
material entity;Tn5382(5-F9) CM;the conjugation module of ICE Tn5382(5-F9).
material entity;ICEMcSym(1271)-beta IEM;the integration and excision module of ICE ICEMcSym(1271)-beta.
material entity;ICEMcSym(1271)-beta CM;the conjugation module of ICE ICEMcSym(1271)-beta.
material entity;ICEMcSym(1271)-beta RM;the regulation module of ICE ICEMcSym(1271)-beta.
material entity;ICEMcSym(1271)-beta AM;the accessory module of ICE ICEMcSym(1271)-beta.
material entity;ICEKpnAR 0361-1;
material entity;ICEKpnAR 0363-1;
material entity;ICEKpnAR 0112-1 IEM for integration;The set of gene and non-gene sequence responsible for the DNA integration process in the integration and excision module of ICE ICEKpnAR 0112-1
material entity;ICEKpnAR 0112-1 IEM for excision;The set of gene and non-gene sequence responsible for the DNA excision process in the integration and excision module of ICE ICEKpnAR 0112-1
material entity;ICEPvuCHN2213 CM;the conjugation module of ICE ICEPvuCHN2213.
material entity;ICEPvuCHN2213 RM;the regulation module of ICE ICEPvuCHN2213.
material entity;ICEPvuCHN2213 AM;the accessory module of ICE ICEPvuCHN2213.
material entity;ICEKpnWCHKP36-1;
material entity;ICEKpnSCKP020143-1;
material entity;ICEKpnWCHKP2-1;
material entity;ICEPvuCHN2213 IEM;the integration and excision module of ICE ICEPvuCHN2213.
material entity;ICEKpnWCHKP13F2-2;
material entity;ICEKpnWCHKP13F2-1;
material entity;ICEKpnCFSAN054110-1;
material entity;ICEKpnKP30835-1;
material entity;ICEKpnKPHS1249-1;
material entity;ICEKpnMNCRE53-2 RM;the regulation module of ICE ICEKpnMNCRE53-2
material entity;ICEKpnB12-AN-1;
material entity;ICEKpnMNCRE53-2 AM;the accessory module of ICE ICEKpnMNCRE53-2
material entity;ICEKpnMNCRE53-2 IEM;the integration and excision module of ICE ICEKpnMNCRE53-2
material entity;ICEKpnMNCRE53-2 CM;the conjugation module of ICE ICEKpnMNCRE53-2
material entity;ICEKpnDA33140-1 IEM for excision;The set of gene and non-gene sequence responsible for the DNA excision process in the integration and excision module of ICE ICEKpnDA33140-1
material entity;ICEKpnDA33140-1 IEM for integration;The set of gene and non-gene sequence responsible for the DNA integration process in the integration and excision module of ICE ICEKpnDA33140-1
material entity;ICEKpnR1761-1 IEM for integration;The set of gene and non-gene sequence responsible for the DNA integration process in the integration and excision module of ICE ICEKpnR1761-1
material entity;ICEKpnR1761-1 IEM for excision;The set of gene and non-gene sequence responsible for the DNA excision process in the integration and excision module of ICE ICEKpnR1761-1
material entity;ICEKpnWCHKP8F4-1;
material entity;ICEKpn2 GR 12-1;
material entity;ICEKpn20 GR 12-1;
material entity;ICEKpn16 GR 13-2;
material entity;ICEKpn16 GR 13-1;
material entity;ICEKpnWCHKP649-1;
material entity;ICEKpnKPNIH48-1;
material entity;ICEKpnNU-CRE047-2 IEM for integration;The set of gene and non-gene sequence responsible for the DNA integration process in the integration and excision module of ICE ICEKpnNU-CRE047-2
material entity;ICEKpnKPNIH50-1;
material entity;ICEKpnNU-CRE047-2 IEM for excision;The set of gene and non-gene sequence responsible for the DNA excision process in the integration and excision module of ICE ICEKpnNU-CRE047-2
material entity;ICEKpnB12-AN-2;
material entity;ICEKpnRJA166-1 IEM for integration;The set of gene and non-gene sequence responsible for the DNA integration process in the integration and excision module of ICE ICEKpnRJA166-1
material entity;ICEKpnC2660-1 IEM;the integration and excision module of ICE ICEKpnC2660-1
material entity;ICEKpnC2660-1 CM;the conjugation module of ICE ICEKpnC2660-1
material entity;ICEKpnRJA166-1 IEM for excision;The set of gene and non-gene sequence responsible for the DNA excision process in the integration and excision module of ICE ICEKpnRJA166-1
material entity;ICEKpnC2660-1 RM;the regulation module of ICE ICEKpnC2660-1
material entity;ICEKpnC2660-1 AM;the accessory module of ICE ICEKpnC2660-1
material entity;ICE 515 tRNALys IEM;the integration and excision module of ICE ICE 515 tRNALys.
material entity;ICEKpnKSB1 7J-1 CM;the conjugation module of ICE ICEKpnKSB1 7J-1
material entity;ICEKpnKSB1 7J-1 RM;the regulation module of ICE ICEKpnKSB1 7J-1
material entity;ICE 515 tRNALys RM;the regulation module of ICE ICE 515 tRNALys.
material entity;ICE 515 tRNALys CM;the conjugation module of ICE ICE 515 tRNALys.
material entity;ICEKpnKSB1 7J-1 IEM;the integration and excision module of ICE ICEKpnKSB1 7J-1
material entity;ICE 515 tRNALys AM;the accessory module of ICE ICE 515 tRNALys.
material entity;ICEKpnF138-1;
material entity;ICEKpnF132-1;
material entity;ICEKpnF127-1;
material entity;ICEKpnF77-1;
material entity;ICEKpnF5-1;
material entity;ICEKpnF1-1;
material entity;ICEKpnK2044-1;
material entity;ICEKpnGD4-1;
material entity;ICEKpnKSB1 7J-1 AM;the accessory module of ICE ICEKpnKSB1 7J-1
material entity;ICEKpnLS355-2;
material entity;ICEKpnLS355-1;
material entity;ICEVspSpa1 RM;the regulation module of ICE ICEVspSpa1.
material entity;ICEKpnWCHKP020098-1 CM;the conjugation module of ICE ICEKpnWCHKP020098-1
material entity;ICEVspSpa1 AM;the accessory module of ICE ICEVspSpa1.
material entity;ICEKpnWCHKP020098-1 IEM;the integration and excision module of ICE ICEKpnWCHKP020098-1
material entity;ICEKpnWCHKP020098-1 AM;the accessory module of ICE ICEKpnWCHKP020098-1
material entity;ICEKpnWCHKP020098-1 RM;the regulation module of ICE ICEKpnWCHKP020098-1
material entity;ICEVspSpa1 IEM;the integration and excision module of ICE ICEVspSpa1.
material entity;ICEVspSpa1 CM;the conjugation module of ICE ICEVspSpa1.
material entity;ICESpnA213 IEM;the integration and excision module of ICE ICESpnA213.
material entity;ICESpnA213 RM;the regulation module of ICE ICESpnA213.
material entity;ICEKpnWCHKP2-1 RM;the regulation module of ICE ICEKpnWCHKP2-1
material entity;ICEKpnKp589-2 RM;the regulation module of ICE ICEKpnKp589-2
material entity;ICESpnA213 CM;the conjugation module of ICE ICESpnA213.
material entity;ICEKpn2N3-1 IEM for excision;The set of gene and non-gene sequence responsible for the DNA excision process in the integration and excision module of ICE ICEKpn2N3-1
material entity;ICEKpnWCHKP2-1 CM;the conjugation module of ICE ICEKpnWCHKP2-1
material entity;ICEKpnKp589-2 CM;the conjugation module of ICE ICEKpnKp589-2
material entity;ICEKpn2N3-1 IEM for integration;The set of gene and non-gene sequence responsible for the DNA integration process in the integration and excision module of ICE ICEKpn2N3-1
material entity;ICEKpnKp589-2 IEM;the integration and excision module of ICE ICEKpnKp589-2
material entity;ICESpnA213 AM;the accessory module of ICE ICESpnA213.
material entity;ICEKpnWCHKP2-1 AM;the accessory module of ICE ICEKpnWCHKP2-1
material entity;ICEKpnLS357-3;
material entity;ICEKpnLS357-2;
material entity;ICEKpnLS357-1;
material entity;ICEKpnKp589-2 AM;the accessory module of ICE ICEKpnKp589-2
material entity;ICEKpnHS102438-2;
material entity;ICEKpnHS102438-1;
material entity;ICEKpnLS359-1;
material entity;ICEKpnAR 0160-1 IEM for excision;The set of gene and non-gene sequence responsible for the DNA excision process in the integration and excision module of ICE ICEKpnAR 0160-1
material entity;ICEKpnQD23-1 IEM for excision;The set of gene and non-gene sequence responsible for the DNA excision process in the integration and excision module of ICE ICEKpnQD23-1
material entity;ICEKpn2N3-1;
material entity;ICEKpnQD23-1 IEM for integration;The set of gene and non-gene sequence responsible for the DNA integration process in the integration and excision module of ICE ICEKpnQD23-1
material entity;ICEKpnJS187-2;
material entity;ICEKpnJS187-1;
material entity;ICEKpnAR 0160-1 IEM for integration;The set of gene and non-gene sequence responsible for the DNA integration process in the integration and excision module of ICE ICEKpnAR 0160-1
material entity;ICEKpnF44-1;
material entity;ICEKpnWCHKP2-1 IEM;the integration and excision module of ICE ICEKpnWCHKP2-1
material entity;ICEKpnP1428-1 AM;the accessory module of ICE ICEKpnP1428-1
material entity;ICEKpnP1428-1 RM;the regulation module of ICE ICEKpnP1428-1
material entity;ICEKpnP1428-1 CM;the conjugation module of ICE ICEKpnP1428-1
material entity;ICEKpnKLP268-1 IEM for excision;The set of gene and non-gene sequence responsible for the DNA excision process in the integration and excision module of ICE ICEKpnKLP268-1
material entity;ICEKpnP1428-1 IEM;the integration and excision module of ICE ICEKpnP1428-1
material entity;ICEKpnKLP268-1 IEM for integration;The set of gene and non-gene sequence responsible for the DNA integration process in the integration and excision module of ICE ICEKpnKLP268-1
material entity;ICEKpnKP69-1;
material entity;ICEKpnKP14-1;
material entity;ICEKpnKP11-1;
material entity;ICEKpnKP9-1;
material entity;ICEKpnKP7-2;
material entity;ICEKpnKP7-1;
material entity;ICEKpnKP6-1;
material entity;ICEKpnSGH10-1;
material entity;ICEKpnNU-CRE047-2;
material entity;ICEKpnNU-CRE047-1;
material entity;ICEKpnKPNIH32-1 IEM;the integration and excision module of ICE ICEKpnKPNIH32-1
material entity;ICEKpnKPNIH32-1 CM;the conjugation module of ICE ICEKpnKPNIH32-1
material entity;ICEKpnKPNIH32-1 RM;the regulation module of ICE ICEKpnKPNIH32-1
material entity;ICEKpnKPNIH32-1 AM;the accessory module of ICE ICEKpnKPNIH32-1
material entity;ICESau35414 AM;the accessory module of ICE ICESau35414.
material entity;ICESau35414 RM;the regulation module of ICE ICESau35414.
material entity;ICEKpnKp202-1 RM;the regulation module of ICE ICEKpnKp202-1
material entity;ICEKpnKp202-1 AM;the accessory module of ICE ICEKpnKp202-1
material entity;ICEKpnKp202-1 IEM;the integration and excision module of ICE ICEKpnKp202-1
material entity;ICEKpnKp202-1 CM;the conjugation module of ICE ICEKpnKp202-1
material entity;ICESau35414 CM;the conjugation module of ICE ICESau35414.
material entity;ICESau35414 IEM;the integration and excision module of ICE ICESau35414.
material entity;ICE SsaF1-4 fda RM;the regulation module of ICE ICE SsaF1-4 fda.
material entity;ICE SsaF1-4 fda AM;the accessory module of ICE ICE SsaF1-4 fda.
material entity;ICE SsaF1-4 fda IEM;the integration and excision module of ICE ICE SsaF1-4 fda.
