class;term;comment
material entity;financial examiner (broad);
material entity;food preparation or serving related worker, all other;All food preparation and serving related workers not listed separately.
material entity;electrical, electronics, or electromechanical assembler;
disposition;capability;A disposition that can be evaluated on the basis of how well they are realized. They differ from functions in that their realizations are not the rationale – not the primary reason – for the existence of their bearers.
material entity;fashion designer;Design clothing and accessories. Create original designs or adapt fashion trends.
material entity;desktop publisher;Format typescript and graphic elements using computer software to produce publication-ready material.
generically dependent continuant;job zone;A job zone is a class of data item that defines: how much education people need to do the work, how much related experience people need to do the work, and how much on-the-job training people need to do the work.
material entity;driver/sales worker or truck driver;
material entity;diagnostic medical sonographer;Produce ultrasonic recordings of internal organs for use by physicians. Includes vascular technologists.
generically dependent continuant;job zone 2;Occupations that need some preparation
generically dependent continuant;job zone 1;Occupations that need little or no preparation
material entity;health information technologist or medical registrar;Apply knowledge of healthcare and information systems to assist in the design, development, and continued modification and analysis of computerized healthcare systems. Abstract, collect, and analyze treatment and followup information of patients. May educate staff and assist in problem solving to promote the implementation of the healthcare information system. May design, develop, test, and implement databases with complete history, diagnosis, treatment, and health status to help monitor diseases.
generically dependent continuant;job zone 4;Occupations that need considerable preparation
generically dependent continuant;job zone 3;Occupations that need medium preparation
generically dependent continuant;job zone 5;Occupations that need extensive preparation
material entity;judicial law clerk;Assist judges in court or by conducting research or preparing legal documents.
material entity;nuclear technician (broad);
material entity;online merchant;Conduct retail activities of businesses operating exclusively online. May perform duties such as preparing business strategies, buying merchandise, managing inventory, implementing marketing activities, fulfilling and shipping online orders, and balancing financial records.
material entity;multiple machine tool setter, operator, or tender, metal or plastic (broad);
material entity;security management specialist;Conduct security assessments for organizations, and design security systems and processes. May specialize in areas such as physical security or the safety of employees and facilities.
material entity;computer network architect;Design and implement computer and information networks, such as local area networks (LAN), wide area networks (WAN), intranets, extranets, and other data communications networks. Perform network modeling, analysis, and planning, including analysis of capacity needs for network infrastructures. May also design network and computer security measures. May research and recommend network and data communications hardware and software.
material entity;business or financial operations occupation holder;
material entity;telecommunications engineering specialist;Design or configure wired, wireless, and satellite communications systems for voice, video, and data services. Supervise installation, service, and maintenance.
material entity;business continuity planner;Develop, maintain, or implement business continuity and disaster recovery strategies and solutions, including risk assessments, business impact analyses, strategy selection, and documentation of business continuity and disaster recovery procedures. Plan, conduct, and debrief regular mock-disaster exercises to test the adequacy of existing plans and strategies, updating procedures and plans regularly. Act as a coordinator for continuity efforts after a disruption event.
material entity;sustainability specialist;Address organizational sustainability issues, such as waste stream management, green building practices, and green procurement plans.
material entity;communications equipment operator, all other;All communications equipment operators not listed separately.
material entity;title examiner, abstractor, or searcher;Search real estate records, examine titles, or summarize pertinent legal or insurance documents or details for a variety of purposes. May compile lists of mortgages, contracts, and other instruments pertaining to titles by searching public and private records for law firms, real estate agencies, or title insurance companies.
disposition;active listening;A skill realized in giving full attention to what other people are saying, taking time to understand the points being made, asking questions as appropriate, and not interrupting at inappropriate times.
material entity;business operations specialist, all other;All business operations specialists not listed separately.
disposition;active learning;A skill realized in understanding the implications of new information for both current and future problem-solving and decision-making.
material entity;aircraft pilot or flight engineer;
disposition;coordination;A skill realized in adjusting actions in relation to others' actions.
material entity;motorcycle mechanic;Diagnose, adjust, repair, or overhaul motorcycles, scooters, mopeds, dirt bikes, or similar motorized vehicles.
disposition;complex problem solving;A skill realized in identifying complex problems and reviewing related information to develop and evaluate options and implement solutions.
disposition;equipment maintenance;A skill realized in performing routine maintenance on equipment and determining when and what kind of maintenance is needed.
material entity;other office or administrative support worker;
disposition;critical thinking;A skill realized in using logic and reasoning to identify the strengths and weaknesses of alternative solutions, conclusions or approaches to problems.
disposition;installation;A skill realized in installing equipment, machines, wiring, or programs to meet specifications.
disposition;equipment selection;A skill realized in determining the kind of tools and equipment needed to do a job.
material entity;criminal justice or law enforcement teacher, postsecondary;Teach courses in criminal justice, corrections, and law enforcement administration. Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research.
disposition;judgment and decision making;A skill realized in considering the relative costs and benefits of potential actions to choose the most appropriate one.
material entity;miscellaneous first-line supervisor, protective service worker;
disposition;instructing;A skill realized in teaching others how to do something.
material entity;interpreter or translator;Interpret oral or sign language, or translate written text from one language into another.
material entity;library technician;Assist librarians by helping readers in the use of library catalogs, databases, and indexes to locate books and other materials. and by answering questions that require only brief consultation of standard reference. Compile records. sort and shelve books or other media. remove or repair damaged books or other media. register patrons. and check materials in and out of the circulation process. Replace materials in shelving area (stacks) or files. Includes bookmobile drivers who assist with providing services in mobile libraries.
material entity;aircraft structure, surfaces, rigging, or systems assembler;Assemble, fit, fasten, and install parts of airplanes, space vehicles, or missiles, such as tails, wings, fuselage, bulkheads, stabilizers, landing gear, rigging and control equipment, or heating and ventilating systems.
material entity;drafter, engineering technician, or mapping technician;
material entity;retail salesperson (broad);
material entity;labor relations specialist;Resolve disputes between workers and managers, negotiate collective bargaining agreements, or coordinate grievance procedures to handle employee complaints.
material entity;orderly;Transport patients to areas such as operating rooms or x-ray rooms using wheelchairs, stretchers, or moveable beds. May maintain stocks of supplies or clean and transport equipment. Psychiatric orderlies are included in Psychiatric Aides.
material entity;rail yard engineer, dinkey operator, or hostler;Drive switching or other locomotive or dinkey engines within railroad yard, industrial plant, quarry, construction project, or similar location.
material entity;ship or boat captain or operator;
material entity;petroleum engineer (broad);
material entity;tax preparer;Prepare tax returns for individuals or small businesses.
material entity;computer science teacher, postsecondary;Teach courses in computer science. May specialize in a field of computer science, such as the design and function of computers or operations and research analysis. Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research.
material entity;installation, maintenance, or repair occupation;
disposition;learning strategies;A skill realized in selecting and using training/instructional methods and procedures appropriate for the situation when learning or teaching new things.
disposition;management of material resources;A skill realized in obtaining and seeing to the appropriate use of equipment, facilities, and materials needed to do certain work.
disposition;management of financial resources;A skill realized in determining how money will be spent to get the work done, and accounting for these expenditures.
disposition;mathematics;A skill realized in using mathematics to solve problems.
material entity;art or design worker;
disposition;management of personnel resources;A skill realized in motivating, developing, and directing people as they work, identifying the best people for the job.
disposition;negotiation;A skill realized in bringing others together and trying to reconcile differences.
material entity;bus driver, transit or intercity;Drive bus or motor coach, including regular route operations, charters, and private carriage. May assist passengers with baggage. May collect fares or tickets.
disposition;monitoring;A skill realized in monitoring/Assessing performance of yourself, other individuals, or organizations to make improvements or take corrective action.
material entity;packaging or filling machine operator or tender;Operate or tend machines to prepare industrial or consumer products for storage or shipment. Includes cannery workers who pack food products.
disposition;operation monitoring;A skill realized in matching gauges, dials, or other indicators to make sure a machine is working properly.
material entity;electronics engineer, except computer;Research, design, develop, or test electronic components and systems for commercial, industrial, military, or scientific use employing knowledge of electronic theory and materials properties. Design electronic circuits and components for use in fields such as telecommunications, aerospace guidance and propulsion control, acoustics, or instruments and controls.
disposition;operation and control;A skill realized in controlling operations of equipment or systems.
material entity;grounds maintenance worker, all other;All grounds maintenance workers not listed separately.
disposition;operations analysis;A skill realized in analyzing needs and product requirements to create a design.
material entity;life scientist;
material entity;tank car, truck, or ship loader;Load and unload chemicals and bulk solids, such as coal, sand, and grain, into or from tank cars, trucks, or ships, using material moving equipment. May perform a variety of other tasks relating to shipment of products. May gauge or sample shipping tanks and test them for leaks.
material entity;medical secretary or administrative assistant;Perform secretarial duties using specific knowledge of medical terminology and hospital, clinic, or laboratory procedures. Duties may include scheduling appointments, billing patients, and compiling and recording medical charts, reports, and correspondence.
material entity;compliance officer (broad);
material entity;financial manager (broad);
material entity;entertainment or recreation manager;
material entity;television, video, or film camera operator or editor;
disposition;programming;A skill realized in writing computer programs for various purposes.
disposition;persuasion;A skill realized in persuading others to change their minds or behavior.
disposition;reading comprehension;A skill realized in understanding written sentences and paragraphs in work related documents.
disposition;quality control analysis;A skill realized in conducting tests and inspections of products, services, or processes to evaluate quality or performance.
disposition;science;A skill realized in using scientific rules and methods to solve problems.
disposition;repairing;A skill realized in repairing machines or systems using the needed tools.
disposition;social perceptiveness;A skill realized in being aware of others' reactions and understanding why they react as they do.
material entity;fine artist, including painter, sculptor, or illustrator;Create original artwork using any of a wide variety of media and techniques.
disposition;service orientation;A skill realized in actively looking for ways to help people.
material entity;word processor or typist;Use word processor, computer, or typewriter to type letters, reports, forms, or other material from rough draft, corrected copy, or voice recording. May perform other clerical duties as assigned.
disposition;systems analysis;A skill realized in determining how a system should work and how changes in conditions, operations, and the environment will affect outcomes.
material entity;training or development specialist;Design or conduct work-related training and development programs to improve individual skills or organizational performance. May analyze organizational training needs or evaluate training effectiveness.
material entity;childcare worker;Attend to children at schools, businesses, private households, and childcare institutions. Perform a variety of tasks, such as dressing, feeding, bathing, and overseeing play.
disposition;speaking;A skill realized in talking to others to convey information effectively.
material entity;nanny;Care for children in private households and provide support and expertise to parents in satisfying children's physical, emotional, intellectual, and social needs. Duties may include meal planning and preparation, laundry and clothing care, organization of play activities and outings, discipline, intellectual stimulation, language activities, and transportation.
material entity;pediatrician, general;Diagnose, treat, and help prevent diseases and injuries in children. May refer patients to specialists for further diagnosis or treatment, as needed.
material entity;animal breeder;Select and breed animals according to their genealogy, characteristics, and offspring. May require knowledge of artificial insemination techniques and equipment use. May involve keeping records on heats, birth intervals, or pedigree.
material entity;software or web developer, programmer, or tester;
material entity;telephone operator (broad);
material entity;sales representative, wholesale or manufacturing, technical or scientific product;Sell goods for wholesalers or manufacturers where technical or scientific knowledge is required in such areas as biology, engineering, chemistry, and electronics, normally obtained from at least 2 years of postsecondary education.
material entity;structural iron or steel worker (broad);
disposition;systems evaluation;A skill realized in identifying measures or indicators of system performance and the actions needed to improve or correct performance, relative to the goals of the system.
material entity;other production occupation;
material entity;radio frequency identification device specialist;Design and implement radio frequency identification device (RFID) systems used to track shipments or goods.
disposition;time management;A skill realized in managing one's own time and the time of others.
disposition;technology design;A skill realized in generating or adapting equipment and technology to serve user needs.
material entity;boilermaker;Construct, assemble, maintain, and repair stationary steam boilers and boiler house auxiliaries. Align structures or plate sections to assemble boiler frame tanks or vats, following blueprints. Work involves use of hand and power tools, plumb bobs, levels, wedges, dogs, or turnbuckles. Assist in testing assembled vessels. Direct cleaning of boilers and boiler furnaces. Inspect and repair boiler fittings, such as safety valves, regulators, automatic-control mechanisms, water columns, and auxiliary machines.
disposition;writing;A skill realized in communicating effectively in writing as appropriate for the needs of the audience.
disposition;troubleshooting;A skill realized in determining causes of operating errors and deciding what to do about it.
material entity;occupation holder with job zone 3;An occupation holder with the job zone number of 3.
material entity;solar sales representative or assessor;Contact new or existing customers to determine their solar equipment needs, suggest systems or equipment, or estimate costs.
material entity;library assistant, clerical;Compile records, and sort, shelve, issue, and receive library materials such as books, electronic media, pictures, cards, slides and microfilm. Locate library materials for loan and replace material in shelving area, stacks, or files according to identification number and title. Register patrons to permit them to borrow books, periodicals, and other library materials.
material entity;explosives worker, ordnance handling expert, or blaster (broad);
material entity;occupation holder with job zone 4;An occupation holder with the job zone number of 4.
material entity;fabric or apparel patternmaker;Draw and construct sets of precision master fabric patterns or layouts. May also mark and cut fabrics and apparel.
material entity;occupation holder with job zone 1;An occupation holder with the job zone number of 1.
material entity;occupation holder with job zone 2;An occupation holder with the job zone number of 2.
material entity;teller;Receive and pay out money. Keep records of money and negotiable instruments involved in a financial institution's various transactions.
material entity;administrative law judge, adjudicator, or hearing officer;Conduct hearings to recommend or make decisions on claims concerning government programs or other government-related matters. Determine liability, sanctions, or penalties, or recommend the acceptance or rejection of claims or settlements.
material entity;special education teacher;
material entity;microbiologist;Investigate the growth, structure, development, and other characteristics of microscopic organisms, such as bacteria, algae, or fungi. Includes medical microbiologists who study the relationship between organisms and disease or the effects of antibiotics on microorganisms.
material entity;physical therapist;Assess, plan, organize, and participate in rehabilitative programs that improve mobility, relieve pain, increase strength, and improve or correct disabling conditions resulting from disease or injury.
material entity;dishwasher (broad);
material entity;miscellaneous manager;
disposition;auditory attention;The ability to focus on a single source of sound in the presence of other distracting sounds.
disposition;arm-hand steadiness;The ability to keep your hand and arm steady while moving your arm or while holding your arm and hand in one position.
material entity;education administrator, all other;All education administrators not listed separately.
disposition;control precision;The ability to quickly and repeatedly adjust the controls of a machine or a vehicle to exact positions.
disposition;category flexibility;The ability to generate or use different sets of rules for combining or grouping things in different ways.
disposition;depth perception;The ability to judge which of several objects is closer or farther away from you, or to judge the distance between you and an object.
disposition;deductive reasoning;The ability to apply general rules to specific problems to produce answers that make sense.
disposition;dynamic strength;The ability to exert muscle force repeatedly or continuously over time. This involves muscular endurance and resistance to muscle fatigue.
disposition;dynamic flexibility;The ability to quickly and repeatedly bend, stretch, twist, or reach out with your body, arms, and/or legs.
material entity;atmospheric or space scientist (broad);
disposition;extent flexibility;The ability to bend, stretch, twist, or reach with your body, arms, and/or legs.
disposition;explosive strength;The ability to use short bursts of muscle force to propel oneself (as in jumping or sprinting), or to throw an object.
material entity;taper;Seal joints between plasterboard or other wallboard to prepare wall surface for painting or papering.
material entity;architect, except naval;
material entity;receptionist or information clerk (broad);
material entity;coating, painting, or spraying machine setter, operator, or tender;Set up, operate, or tend spraying or rolling machines to coat or paint any of a wide variety of products, including glassware, cloth, ceramics, metal, plastic, paper, or wood, with lacquer, silver, copper, rubber, varnish, glaze, enamel, oil, or rust-proofing materials. Includes painters of transportation vehicles such as painters in auto body repair facilities.
material entity;postsecondary teacher;
disposition;far vision;The ability to see details at a distance.
disposition;flexibility of closure;The ability to identify or detect a known pattern (a figure, object, word, or sound) that is hidden in other distracting material.
disposition;finger dexterity;The ability to make precisely coordinated movements of the fingers of one or both hands to grasp, manipulate, or assemble very small objects.
material entity;actor, producer, or director;
disposition;glare sensitivity;The ability to see objects in the presence of a glare or bright lighting.
disposition;fluency of ideas;The ability to come up with a number of ideas about a topic (the number of ideas is important, not their quality, correctness, or creativity).
disposition;gross body equilibrium;The ability to keep or regain your body balance or stay upright when in an unstable position.
disposition;gross body coordination;The ability to coordinate the movement of your arms, legs, and torso together when the whole body is in motion.
disposition;inductive reasoning;The ability to combine pieces of information to form general rules or conclusions (includes finding a relationship among seemingly unrelated events).
material entity;occupational health or safety specialist;Review, evaluate, and analyze work environments and design programs and procedures to control, eliminate, and prevent disease or injury caused by chemical, physical, and biological agents or ergonomic factors. May conduct inspections and enforce adherence to laws and regulations governing the health and safety of individuals. May be employed in the public or private sector.
material entity;police officer;
disposition;hearing sensitivity;The ability to detect or tell the differences between sounds that vary in pitch and loudness.
disposition;information ordering;The ability to arrange things or actions in a certain order or pattern according to a specific rule or set of rules (e.g., patterns of numbers, letters, words, pictures, mathematical operations).
material entity;agricultural equipment operator;Drive and control equipment to support agricultural activities such as tilling soil. planting, cultivating, and harvesting crops. feeding and herding livestock. or removing animal waste. May perform tasks such as crop baling or hay bucking. May operate stationary equipment to perform post-harvest tasks such as husking, shelling, threshing, and ginning.
material entity;dermatologist;Diagnose and treat diseases relating to the skin, hair, and nails. May perform both medical and dermatological surgery functions.
material entity;patternmaker, metal or plastic;Lay out, machine, fit, and assemble castings and parts to metal or plastic foundry patterns, core boxes, or match plates.
disposition;mathematical reasoning;The ability to choose the right mathematical methods or formulas to solve a problem.
disposition;manual dexterity;The ability to quickly move your hand, your hand together with your arm, or your two hands to grasp, manipulate, or assemble objects.
material entity;teaching assistant, special education;Assist a preschool, elementary, middle, or secondary school teacher to provide academic, social, or life skills to students who have learning, emotional, or physical disabilities. Serve in a position for which a teacher has primary responsibility for the design and implementation of educational programs and services.
disposition;multilimb coordination;The ability to coordinate two or more limbs (for example, two arms, two legs, or one leg and one arm) while sitting, standing, or lying down. It does not involve performing the activities while the whole body is in motion.
disposition;memorization;The ability to remember information such as words, numbers, pictures, and procedures.
material entity;model, demonstrator, or product promoter;
disposition;night vision;The ability to see under low-light conditions.
material entity;endoscopy technician;Maintain a sterile field to provide support for physicians and nurses during endoscopy procedures. Prepare and maintain instruments and equipment. May obtain specimens.
disposition;near vision;The ability to see details at close range (within a few feet of the observer).
material entity;speech-language pathology assistant;Assist speech-language pathologists in the assessment and treatment of speech, language, voice, and fluency disorders. Implement speech and language programs or activities as planned and directed by speech-language pathologists. Monitor the use of alternative communication devices and systems.
disposition;oral comprehension;The ability to listen to and understand information and ideas presented through spoken words and sentences.
material entity;healthcare support worker, all other;All healthcare support workers not listed separately.
disposition;number facility;The ability to add, subtract, multiply, or divide quickly and correctly.
disposition;originality;The ability to come up with unusual or clever ideas about a given topic or situation, or to develop creative ways to solve a problem.
disposition;oral expression;The ability to communicate information and ideas in speaking so others will understand.
material entity;private detective or investigator (broad);
material entity;material moving worker, all other;All material moving workers not listed separately.
material entity;secretary or administrative assistant (minor);
material entity;first-line supervisor of mechanic, installer, or repairer;
material entity;first-line supervisor of correctional officer;Directly supervise and coordinate activities of correctional officers and jailers.
material entity;construction or extraction occupation holder;
material entity;nursing assistant;Provide or assist with basic care or support under the direction of onsite licensed nursing staff. Perform duties such as monitoring of health status, feeding, bathing, dressing, grooming, toileting, or ambulation of patients in a health or nursing facility. May include medication administration and other health-related tasks. Includes nursing care attendants, nursing aides, and nursing attendants.
material entity;electrical or electronics repairer, powerhouse, substation, or relay;Inspect, test, repair, or maintain electrical equipment in generating stations, substations, and in-service relays.
material entity;model maker, wood;Construct full-size and scale wooden precision models of products. Includes wood jig builders and loft workers.
material entity;butcher or meat cutter;Cut, trim, or prepare consumer-sized portions of meat for use or sale in retail establishments.
disposition;perceptual speed;The ability to quickly and accurately compare similarities and differences among sets of letters, numbers, objects, pictures, or patterns. The things to be compared may be presented at the same time or one after the other. This ability also includes comparing a presented object with a remembered object.
material entity;petroleum engineer;Devise methods to improve oil and gas extraction and production and determine the need for new or modified tool designs. Oversee drilling and offer technical advice.
material entity;railroad conductor or yardmaster;Coordinate activities of switch-engine crew within railroad yard, industrial plant, or similar location. Conductors coordinate activities of train crew on passenger or freight trains. Yardmasters review train schedules and switching orders and coordinate activities of workers engaged in railroad traffic operations, such as the makeup or breakup of trains and yard switching.
material entity;instructional coordinator (broad);
disposition;problem sensitivity;The ability to tell when something is wrong or is likely to go wrong. It does not involve solving the problem, only recognizing that there is a problem.
material entity;water/wastewater engineer;Design or oversee projects involving provision of potable water, disposal of wastewater and sewage, or prevention of flood-related damage. Prepare environmental documentation for water resources, regulatory program compliance, data management and analysis, and field work. Perform hydraulic modeling and pipeline design.
disposition;peripheral vision;The ability to see objects or movement of objects to one's side when the eyes are looking ahead.
material entity;dining room or cafeteria attendant or bartender helper;Facilitate food service. Clean tables. remove dirty dishes. replace soiled table linens. set tables. replenish supply of clean linens, silverware, glassware, and dishes. supply service bar with food. and serve items such as water, condiments, and coffee to patrons.
disposition;reaction time;The ability to quickly respond (with the hand, finger, or foot) to a signal (sound, light, picture) when it appears.
material entity;civil engineer;Perform engineering duties in planning, designing, and overseeing construction and maintenance of building structures and facilities, such as roads, railroads, airports, bridges, harbors, channels, dams, irrigation projects, pipelines, power plants, and water and sewage systems.
disposition;rate control;The ability to time your movements or the movement of a piece of equipment in anticipation of changes in the speed and/or direction of a moving object or scene.
material entity;transportation engineer;Develop plans for surface transportation projects, according to established engineering standards and state or federal construction policy. Prepare designs, specifications, or estimates for transportation facilities. Plan modifications of existing streets, highways, or freeways to improve traffic flow.
disposition;selective attention;The ability to concentrate on a task over a period of time without being distracted.
disposition;response orientation;The ability to choose quickly between two or more movements in response to two or more different signals (lights, sounds, pictures). It includes the speed with which the correct response is started with the hand, foot, or other body part.
disposition;spatial orientation;The ability to know your location in relation to the environment or to know where other objects are in relation to you.
disposition;sound localization;The ability to tell the direction from which a sound originated.
disposition;speech clarity;The ability to speak clearly so others can understand you.
material entity;bookkeeping, accounting, or auditing clerk;Compute, classify, and record numerical data to keep financial records complete. Perform any combination of routine calculating, posting, and verifying duties to obtain primary financial data for use in maintaining accounting records. May also check the accuracy of figures, calculations, and postings pertaining to business transactions recorded by other workers.
material entity;rock splitter, quarry;Separate blocks of rough dimension stone from quarry mass using jackhammers, wedges, or chop saws.
material entity;market research analyst or marketing specialist (broad);
material entity;merchandise displayer or window trimmer;Plan and erect commercial displays, such as those in windows and interiors of retail stores and at trade exhibitions.
material entity;counter or rental clerk;Receive orders, generally in person, for repairs, rentals, and services. May describe available options, compute cost, and accept payment.
material entity;medical dosimetrist;Generate radiation treatment plans, develop radiation dose calculations, communicate and supervise the treatment plan implementation, and consult with members of radiation oncology team.
material entity;miscellaneous financial specialist;
material entity;museum technician or conservator;Restore, maintain, or prepare objects in museum collections for storage, research, or exhibit. May work with specimens such as fossils, skeletal parts, or botanicals. or artifacts, textiles, or art. May identify and record objects or install and arrange them in exhibits. Includes book or document conservators.
material entity;roofer (broad);
material entity;food server, nonrestaurant;Serve food to individuals outside of a restaurant environment, such as in hotel rooms, hospital rooms, residential care facilities, or cars.
material entity;recreational vehicle service technician;Diagnose, inspect, adjust, repair, or overhaul recreational vehicles including travel trailers. May specialize in maintaining gas, electrical, hydraulic, plumbing, or chassis/towing systems as well as repairing generators, appliances, and interior components. Includes workers who perform customized van conversions.
material entity;umpire, referee, or other sports official;Officiate at competitive athletic or sporting events. Detect infractions of rules and decide penalties according to established regulations. Includes all sporting officials, referees, and competition judges.
material entity;gambling cage worker (broad);
material entity;home appliance repairer;Repair, adjust, or install all types of electric or gas household appliances, such as refrigerators, washers, dryers, and ovens.
material entity;audiologist;Assess and treat persons with hearing and related disorders. May fit hearing aids and provide auditory training. May perform research related to hearing problems.
material entity;mechanical engineer (broad);
material entity;human resources manager (broad);
material entity;cook, private household;Prepare meals in private homes. Includes personal chefs.
material entity;advertising or promotions manager;Plan, direct, or coordinate advertising policies and programs or produce collateral materials, such as posters, contests, coupons, or giveaways, to create extra interest in the purchase of a product or service for a department, an entire organization, or on an account basis.
material entity;clinical data manager;Apply knowledge of health care and database management to analyze clinical data, and to identify and report trends.
material entity;career/technical education teacher, secondary school;Teach occupational, vocational, career, or technical subjects to students at the secondary school level.
material entity;miscellaneous food preparation or serving related worker;
material entity;human resources specialist;Recruit, screen, interview, or place individuals within an organization. May perform other activities in multiple human resources areas.
material entity;proofreader or copy marker (broad);
material entity;foundry mold or coremaker;Make or form wax or sand cores or molds used in the production of metal castings in foundries.
material entity;dredge operator;Operate dredge to remove sand, gravel, or other materials in order to excavate and maintain navigable channels in waterways.
material entity;fishing or hunting worker;Hunt, trap, catch, or gather wild animals or aquatic animals and plants. May use nets, traps, or other equipment. May haul catch onto ship or other vessel.
material entity;aircraft launch or recovery specialist;Operate and maintain catapults, arresting gear, and associated mechanical, hydraulic, and control systems involved primarily in aircraft carrier takeoff and landing operations. Duties include installing and maintaining visual landing aids. testing and maintaining launch and recovery equipment using electric and mechanical test equipment and hand tools. activating airfield arresting systems, such as crash barriers and cables, during emergency landing situations. directing aircraft launch and recovery operations using hand or light signals. and maintaining logs of airplane launches, recoveries, and equipment maintenance.
material entity;jeweler or precious stone or metal worker (broad);
material entity;clinical laboratory technologist or technician;
material entity;hotel, motel, or resort desk clerk;Accommodate hotel, motel, and resort patrons by registering and assigning rooms to guests, issuing room keys or cards, transmitting and receiving messages, keeping records of occupied rooms and guests' accounts, making and confirming reservations, and presenting statements to and collecting payments from departing guests.
material entity;librarian, curator, or archivist;
material entity;first-line supervisor of transportation or material moving worker;
material entity;medical or health services manager;Plan, direct, or coordinate medical and health services in hospitals, clinics, managed care organizations, public health agencies, or similar organizations.
material entity;physical scientist, all other;All physical scientists not listed separately.
material entity;remote sensing scientists or technologist;Apply remote sensing principles and methods to analyze data and solve problems in areas such as natural resource management, urban planning, or homeland security. May develop new sensor systems, analytical techniques, or new applications for existing systems.
material entity;exercise physiologist;Assess, plan, or implement fitness programs that include exercise or physical activities such as those designed to improve cardiorespiratory function, body composition, muscular strength, muscular endurance, or flexibility.
material entity;building cleaning or pest control worker;
material entity;farmer, rancher or other agricultural manager;Plan, direct, or coordinate the management or operation of farms, ranches, greenhouses, aquacultural operations, nurseries, timber tracts, or other agricultural establishments. May hire, train, and supervise farm workers or contract for services to carry out the day-to-day activities of the managed operation. May engage in or supervise planting, cultivating, harvesting, and financial and marketing activities.
material entity;geoscientist, except hydrologist or geographer;Study the composition, structure, and other physical aspects of the Earth. May use geological, physics, and mathematics knowledge in exploration for oil, gas, minerals, or underground water. or in waste disposal, land reclamation, or other environmental problems. May study the Earth's internal composition, atmospheres, and oceans, and its magnetic, electrical, and gravitational forces. Includes mineralogists, paleontologists, stratigraphers, geodesists, and seismologists.
material entity;heat treating equipment setter, operator, or tender, metal or plastic;Set up, operate, or tend heating equipment, such as heat-treating furnaces, flame-hardening machines, induction machines, soaking pits, or vacuum equipment to temper, harden, anneal, or heat treat metal or plastic objects.
material entity;farm or home management educator;Instruct and advise individuals and families engaged in agriculture, agricultural-related processes, or home management activities. Demonstrate procedures and apply research findings to advance agricultural and home management activities. May develop educational outreach programs. May instruct on either agricultural issues such as agricultural processes and techniques, pest management, and food safety, or on home management issues such as budgeting, nutrition, and child development.
material entity;fundraising manager;Plan, direct, or coordinate activities to solicit and maintain funds for special projects or nonprofit organizations.
material entity;gambling change person or booth cashier;Exchange coins, tokens, and chips for patrons' money. May issue payoffs and obtain customer's signature on receipt. May operate a booth in the slot machine area and furnish change persons with money bank at the start of the shift, or count and audit money in drawers.
material entity;miscellaneous assembler or fabricator;
material entity;travel guide;Plan, organize, and conduct long-distance travel, tours, and expeditions for individuals and groups.
material entity;other management occupation;
material entity;choreographer;Create new dance routines. Rehearse performance of routines. May direct and stage presentations.
material entity;operations specialties manager;
material entity;first-line supervisor of sales worker;
material entity;travel agent (broad);
material entity;forest fire inspector or prevention specialist;Enforce fire regulations, inspect forest for fire hazards, and recommend forest fire prevention or control measures. May report forest fires and weather conditions.
material entity;animal control worker;Handle animals for the purpose of investigations of mistreatment, or control of abandoned, dangerous, or unattended animals.
material entity;millwright;Install, dismantle, or move machinery and heavy equipment according to layout plans, blueprints, or other drawings.
material entity;librarians or media collections specialist;Administer and maintain libraries or collections of information, for public or private access through reference or borrowing. Work in a variety of settings, such as educational institutions, museums, and corporations, and with various types of informational materials, such as books, periodicals, recordings, films, and databases. Tasks may include acquiring, cataloging, and circulating library materials, and user services such as locating and organizing information, providing instruction on how to access information, and setting up and operating a library's media equipment.
material entity;physician assistant (broad);
material entity;cook or food preparation worker;
material entity;forest or conservation technician;Provide technical assistance regarding the conservation of soil, water, forests, or related natural resources. May compile data pertaining to size, content, condition, and other characteristics of forest tracts under the direction of foresters, or train and lead forest workers in forest propagation and fire prevention and suppression. May assist conservation scientists in managing, improving, and protecting rangelands and wildlife habitats.
material entity;first-line supervisor of firefighting or prevention worker (broad);
material entity;woodworking machine setter, operator, or tender;
material entity;miscellaneous production worker;
material entity;funeral attendant (broad);
material entity;business intelligence analyst;Produce financial and market intelligence by querying data repositories and generating periodic reports. Devise methods for identifying data patterns and trends in available information sources.
material entity;data scientist;Develop and implement a set of techniques or analytics applications to transform raw data into meaningful information using data-oriented programming languages and visualization software. Apply data mining, data modeling, natural language processing, and machine learning to extract and analyze information from large structured and unstructured datasets. Visualize, interpret, and report data findings. May create dynamic data reports.
material entity;railroad brake, signal, or switch operator or locomotive firer;Operate or monitor railroad track switches or locomotive instruments. May couple or uncouple rolling stock to make up or break up trains. Watch for and relay traffic signals. May inspect couplings, air hoses, journal boxes, and hand brakes. May watch for dragging equipment or obstacles on rights-of-way.
